Age;Sexe;Nationalite;Quartier,,,
76;F;L;BELAIR,,,
76;M;L;BONNEVOIE-SUD,,,
76;M;L;LIMPERTSBERG,,,
76;F;L;CENTS,,,
76;M;P;BONNEVOIE-SUD,,,
77;M;I;NEUDORF/WEIMERSHOF,,,
76;F;L;WEIMERSKIRCH,,,
76;F;L;BONNEVOIE-SUD,,,
76;M;L;LIMPERTSBERG,,,
76;F;D;BELAIR,,,
76;F;L;LIMPERTSBERG,,,
77;F;L;CENTS,,,
77;M;P;MERL,,,
77;M;L,I;CENTS,,
76;M;I;KIRCHBERG,,,
76;M;P;BONNEVOIE-SUD,,,
78;F;L;HOLLERICH,,,
77;F;L;CENTS,,,
77;F;L;VILLE-HAUTE,,,
77;F;L;GASPERICH,,,
78;F;L;BELAIR,,,
77;F;L;HOLLERICH,,,
78;M;F;EICH,,,
78;M;L,F;BONNEVOIE-SUD,,
77;M;NL;GARE,,,
77;F;L;LIMPERTSBERG,,,
77;F;L;KIRCHBERG,,,
77;F;L;GARE,,,
74;M;L;CENTS,,,
74;M;I;GARE,,,
74;M;L;BELAIR,,,
74;F;L;BELAIR,,,
74;M;L;CENTS,,,
76;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
74;M;I;MERL,,,
74;F;L;BONNEVOIE-SUD,,,
74;F;L,F;BELAIR,,
74;M;L;MUEHLENBACH,,,
74;F;B;BELAIR,,,
74;F;L;BONNEVOIE-SUD,,,
75;M;L;BELAIR,,,
75;F;F;PFAFFENTHAL,,,
75;F;L;BELAIR,,,
74;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
75;M;F;BONNEVOIE-SUD,,,
75;F;I;GASPERICH,,,
74;M;L;BELAIR,,,
75;M;L;HOLLERICH,,,
75;F;P;BONNEVOIE-SUD,,,
75;M;L;CENTS,,,
76;F;L;GASPERICH,,,
75;M;L;KIRCHBERG,,,
75;F;I;CENTS,,,
75;F;P;DOMMELDANGE,,,
74;F;I;CESSANGE,,,
74;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
74;F;L;MERL,,,
74;F;E;BONNEVOIE-SUD,,,
75;F;B;GARE,,,
75;F;L;CENTS,,,
76;F;L;CENTS,,,
75;F;L;GARE,,,
75;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
75;M;L;LIMPERTSBERG,,,
75;F;P;GASPERICH,,,
74;F;D;HOLLERICH,,,
74;F;L;GARE,,,
75;M;TKM;KIRCHBERG,,,
75;M;L;GARE,,,
75;M;GB;PULVERMUEHL,,,
75;M;L;BONNEVOIE-SUD,,,
75;F;P;ROLLINGERGRUND/BELAIR-NORD,,,
74;F;I;GASPERICH,,,
75;M;L;CENTS,,,
74;M;P;GASPERICH,,,
74;F;F;KIRCHBERG,,,
74;F;L;VILLE-HAUTE,,,
74;F;P;HAMM,,,
75;M;F;BELAIR,,,
75;M;B;HOLLERICH,,,
74;F;P;BEGGEN,,,
74;M;B;HOLLERICH,,,
74;M;B;GASPERICH,,,
74;F;D;BELAIR,,,
75;M;L;GARE,,,
75;F;L;MERL,,,
75;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
75;F;F;BELAIR,,,
74;M;L;BELAIR,,,
74;M;E;NEUDORF/WEIMERSHOF,,,
74;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
75;M;L;GARE,,,
74;F;L;GRUND,,,
74;F;L;LIMPERTSBERG,,,
74;M;F;BONNEVOIE-SUD,,,
76;F;L;CENTS,,,
74;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
74;M;MK;MERL,,,
74;M;L;BELAIR,,,
74;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
74;M;L;HOLLERICH,,,
76;F;L;GASPERICH,,,
75;F;L;CESSANGE,,,
74;M;L;EICH,,,
75;F;L,P;BONNEVOIE-SUD,,
75;M;L;BONNEVOIE-SUD,,,
76;M;F;EICH,,,
75;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
75;M;I;WEIMERSKIRCH,,,
75;F;L;GASPERICH,,,
74;F;L;HAMM,,,
74;M;L;GARE,,,
74;F;L;BEGGEN,,,
74;F;L,I;LIMPERTSBERG,,
74;M;GR;BEGGEN,,,
75;M;F;MERL,,,
74;F;L;CENTS,,,
74;F;D;BELAIR,,,
75;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
74;M;L;BELAIR,,,
74;M;F;BELAIR,,,
75;M;L;EICH,,,
75;M;D;VILLE-HAUTE,,,
75;M;L;NEUDORF/WEIMERSHOF,,,
76;M;F;GARE,,,
75;F;L;KIRCHBERG,,,
75;F;L;KIRCHBERG,,,
75;F;P;BONNEVOIE-SUD,,,
75;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
75;F;L;HOLLERICH,,,
74;M;GB;CLAUSEN,,,
74;M;P;CENTS,,,
75;M;L;BELAIR,,,
75;F;L;GARE,,,
74;F;L;CENTS,,,
75;F;L;BONNEVOIE-SUD,,,
74;F;L;BELAIR,,,
74;F;D;WEIMERSKIRCH,,,
75;M;NL;KIRCHBERG,,,
75;F;L;NEUDORF/WEIMERSHOF,,,
75;F;F;EICH,,,
74;M;L;BONNEVOIE-SUD,,,
74;F;F;GASPERICH,,,
75;M;D;LIMPERTSBERG,,,
74;F;L;BELAIR,,,
74;M;P;BONNEVOIE-SUD,,,
74;F;L,MK;EICH,,
74;M;L;BELAIR,,,
74;F;P;PFAFFENTHAL,,,
74;M;L,D;DOMMELDANGE,,
74;F;P;BELAIR,,,
74;M;GB;EICH,,,
75;F;P;GARE,,,
76;F;L;BELAIR,,,
75;M;P;MERL,,,
75;M;B;BELAIR,,,
75;M;L,GB;GASPERICH,,
75;F;D;DOMMELDANGE,,,
75;F;L;BEGGEN,,,
75;F;L;HOLLERICH,,,
76;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
75;F;CH;DOMMELDANGE,,,
75;M;L;MERL,,,
75;F;L;VILLE-HAUTE,,,
75;F;L;HOLLERICH,,,
75;M;SRB;BONNEVOIE-SUD,,,
72;F;L;WEIMERSKIRCH,,,
73;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
73;F;L;MERL,,,
73;M;L;BONNEVOIE-SUD,,,
72;F;L;DOMMELDANGE,,,
72;M;P;BONNEVOIE-SUD,,,
73;M;I;BONNEVOIE-SUD,,,
73;F;L;BELAIR,,,
73;F;CH;GARE,,,
73;F;L;GASPERICH,,,
73;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
73;M;L;BONNEVOIE-SUD,,,
72;F;L;GASPERICH,,,
72;F;BIH;CENTS,,,
73;M;P;NEUDORF/WEIMERSHOF,,,
72;M;L;BEGGEN,,,
72;M;L;BELAIR,,,
72;F;L;CENTS,,,
73;M;A;KIRCHBERG,,,
74;M;I;LIMPERTSBERG,,,
74;F;L;LIMPERTSBERG,,,
72;M;L;BELAIR,,,
73;M;L;LIMPERTSBERG,,,
73;F;L;CENTS,,,
73;F;L;BONNEVOIE-SUD,,,
74;F;L,IRL;ROLLINGERGRUND/BELAIR-NORD,,
74;M;E;LIMPERTSBERG,,,
72;M;L,GB;CESSANGE,,
73;M;P;BONNEVOIE-SUD,,,
73;M;P;CESSANGE,,,
73;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
72;F;L;KIRCHBERG,,,
72;M;E;BELAIR,,,
72;F;I;MUEHLENBACH,,,
72;F;L;BEGGEN,,,
73;F;USA;WEIMERSKIRCH,,,
73;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
73;M;P;MUEHLENBACH,,,
73;M;L;BONNEVOIE-SUD,,,
73;F;F;CENTS,,,
73;F;P;GARE,,,
72;M;F;BELAIR,,,
72;F;L;BONNEVOIE-SUD,,,
73;F;L,D;LIMPERTSBERG,,
73;F;E;BONNEVOIE-SUD,,,
73;F;L,I;KIRCHBERG,,
73;M;L;BONNEVOIE-SUD,,,
73;M;L;CENTS,,,
73;M;L;MERL,,,
72;F;I;HOLLERICH,,,
72;F;D;LIMPERTSBERG,,,
72;F;L;BONNEVOIE-SUD,,,
72;M;L,P;BEGGEN,,
72;M;I;WEIMERSKIRCH,,,
73;M;L;KIRCHBERG,,,
73;M;P;HOLLERICH,,,
72;F;L;MERL,,,
73;M;L;GARE,,,
73;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
73;M;I;GASPERICH,,,
72;M;L,TR;KIRCHBERG,,
73;F;L;LIMPERTSBERG,,,
73;F;L;GASPERICH,,,
72;F;L;CENTS,,,
72;M;L,B;GASPERICH,,
72;F;J;DOMMELDANGE,,,
73;F;L,F;KIRCHBERG,,
72;M;P;BONNEVOIE-SUD,,,
72;F;L;HOLLERICH,,,
72;F;L;CENTS,,,
73;F;B;KIRCHBERG,,,
73;M;L;DOMMELDANGE,,,
73;F;L;LIMPERTSBERG,,,
72;M;I;BONNEVOIE-SUD,,,
72;F;I;BONNEVOIE-SUD,,,
73;F;L,E;NEUDORF/WEIMERSHOF,,
73;F;L;CENTS,,,
73;M;L;CESSANGE,,,
72;F;L;BEGGEN,,,
72;M;L;GASPERICH,,,
72;F;UKR;EICH,,,
72;F;L;GARE,,,
72;F;F;GASPERICH,,,
73;F;L;WEIMERSKIRCH,,,
73;M;L;BONNEVOIE-SUD,,,
74;F;L;CESSANGE,,,
72;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
73;F;L;BONNEVOIE-SUD,,,
73;F;L,D;LIMPERTSBERG,,
73;M;B;PFAFFENTHAL,,,
73;M;I;MERL,,,
73;F;L;CENTS,,,
73;M;L,D;BONNEVOIE-SUD,,
73;M;L;CENTS,,,
73;M;L;KIRCHBERG,,,
73;M;I;NEUDORF/WEIMERSHOF,,,
73;M;L;CENTS,,,
73;M;L;LIMPERTSBERG,,,
73;F;L;BELAIR,,,
73;M;L;CENTS,,,
73;F;L;BELAIR,,,
73;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
73;F;TJ;EICH,,,
73;M;L;LIMPERTSBERG,,,
73;F;L,F;ROLLINGERGRUND/BELAIR-NORD,,
73;F;L;KIRCHBERG,,,
73;F;L,GB;CENTS,,
72;F;L;BELAIR,,,
72;F;P;HOLLERICH,,,
72;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
74;M;P;GARE,,,
73;M;L;LIMPERTSBERG,,,
73;F;MK;MERL,,,
72;F;L;MUEHLENBACH,,,
74;M;L;LIMPERTSBERG,,,
72;M;L;NEUDORF/WEIMERSHOF,,,
72;M;L,GB;LIMPERTSBERG,,
72;F;L;VILLE-HAUTE,,,
72;M;L;BELAIR,,,
72;F;I;GARE,,,
73;F;L;CENTS,,,
73;M;L;HOLLERICH,,,
73;M;L;CENTS,,,
73;F;L;PULVERMUEHL,,,
72;F;L;BONNEVOIE-SUD,,,
72;M;F;KIRCHBERG,,,
72;F;P;NEUDORF/WEIMERSHOF,,,
73;M;L;CLAUSEN,,,
72;F;L;HOLLERICH,,,
73;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
73;F;L;BELAIR,,,
72;F;L;LIMPERTSBERG,,,
72;M;L;CENTS,,,
72;F;L;MUEHLENBACH,,,
72;F;L;BONNEVOIE-SUD,,,
73;F;USA;ROLLINGERGRUND/BELAIR-NORD,,,
72;F;L;BEGGEN,,,
72;F;F;EICH,,,
72;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
73;F;P;HOLLERICH,,,
72;M;L;BELAIR,,,
72;M;L;KIRCHBERG,,,
72;F;L;CENTS,,,
72;M;P;MERL,,,
72;M;L;PFAFFENTHAL,,,
72;F;L;BONNEVOIE-SUD,,,
72;F;L,P;WEIMERSKIRCH,,
73;F;P;HAMM,,,
73;F;B;GARE,,,
72;F;L;VILLE-HAUTE,,,
72;M;P;CENTS,,,
74;F;L;BEGGEN,,,
73;F;L;BONNEVOIE-SUD,,,
73;F;F;GARE,,,
73;F;L;CENTS,,,
74;F;USA;HAMM,,,
73;F;L;CENTS,,,
73;F;L;CENTS,,,
73;M;P;MUEHLENBACH,,,
73;M;I;BELAIR,,,
70;M;L;BELAIR,,,
70;F;L;BELAIR,,,
72;F;GB;NEUDORF/WEIMERSHOF,,,
72;M;P;MUEHLENBACH,,,
72;M;P;MERL,,,
71;F;L;NEUDORF/WEIMERSHOF,,,
71;M;L;GARE,,,
71;F;USA;MERL,,,
72;M;I;HOLLERICH,,,
71;F;L;NEUDORF/WEIMERSHOF,,,
71;M;L;WEIMERSKIRCH,,,
72;M;L;CESSANGE,,,
72;F;L,RUS;GARE,,
71;M;L;HOLLERICH,,,
71;F;L;BELAIR,,,
71;M;I;KIRCHBERG,,,
71;F;L,BIH;BONNEVOIE-SUD,,
71;F;IL;BEGGEN,,,
72;M;P;BONNEVOIE-SUD,,,
72;M;L;GARE,,,
71;F;L;GARE,,,
71;F;P;LIMPERTSBERG,,,
72;F;L;BEGGEN,,,
71;F;L;BONNEVOIE-SUD,,,
72;F;I;BELAIR,,,
72;F;L;CESSANGE,,,
71;M;L;BONNEVOIE-SUD,,,
71;M;P;GARE,,,
71;M;L;CENTS,,,
72;F;I;NEUDORF/WEIMERSHOF,,,
72;M;L;BONNEVOIE-SUD,,,
71;M;L;BELAIR,,,
71;M;L;EICH,,,
72;F;I;BONNEVOIE-SUD,,,
71;F;P;BONNEVOIE-SUD,,,
71;F;P;MERL,,,
71;F;L;BELAIR,,,
71;M;P;KIRCHBERG,,,
71;F;L;BONNEVOIE-SUD,,,
71;F;L;DOMMELDANGE,,,
71;M;L;HOLLERICH,,,
71;F;L,I;BELAIR,,
71;F;BIH;BONNEVOIE-SUD,,,
71;F;L;BEGGEN,,,
71;F;L;HOLLERICH,,,
71;M;GB;BONNEVOIE-NORD/VERLORENKOST,,,
71;F;I;BELAIR,,,
71;F;L;BELAIR,,,
70;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
70;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
70;M;L,GB;WEIMERSKIRCH,,
70;F;L;HOLLERICH,,,
72;F;L;GARE,,,
72;M;L;CENTS,,,
71;M;L;GASPERICH,,,
72;M;A;HOLLERICH,,,
72;F;L,GR;MERL,,
72;F;L;BONNEVOIE-SUD,,,
72;M;L;GRUND,,,
72;M;L;BONNEVOIE-SUD,,,
72;M;L;CENTS,,,
72;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
71;F;L;MERL,,,
71;M;L;BONNEVOIE-SUD,,,
72;F;F;BEGGEN,,,
71;M;L;KIRCHBERG,,,
71;M;L;PFAFFENTHAL,,,
71;M;P;GASPERICH,,,
71;F;B;ROLLINGERGRUND/BELAIR-NORD,,,
71;F;P;BONNEVOIE-SUD,,,
71;M;L;HOLLERICH,,,
71;M;L;MUEHLENBACH,,,
72;F;I;LIMPERTSBERG,,,
72;F;A;BONNEVOIE-SUD,,,
72;F;F;PFAFFENTHAL,,,
71;M;L,E;MERL,,
72;F;L,D;BONNEVOIE-SUD,,
71;M;L;BONNEVOIE-SUD,,,
71;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
71;F;F;LIMPERTSBERG,,,
71;M;B;HOLLERICH,,,
71;F;DK;LIMPERTSBERG,,,
72;F;L;BONNEVOIE-SUD,,,
72;F;L;GARE,,,
72;F;MA;EICH,,,
71;F;L,I;VILLE-HAUTE,,
71;M;L;LIMPERTSBERG,,,
71;F;F;DOMMELDANGE,,,
71;M;L;GRUND,,,
72;F;L;CENTS,,,
71;F;TJ;PFAFFENTHAL,,,
70;F;L;DOMMELDANGE,,,
70;M;B;LIMPERTSBERG,,,
72;F;L;KIRCHBERG,,,
72;M;P;GARE,,,
72;M;L;HOLLERICH,,,
71;F;L;BELAIR,,,
71;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
70;F;CV;BONNEVOIE-NORD/VERLORENKOST,,,
72;F;L;KIRCHBERG,,,
71;M;L;LIMPERTSBERG,,,
71;F;L;CESSANGE,,,
71;M;L;LIMPERTSBERG,,,
71;F;L;CENTS,,,
72;M;L;HAMM,,,
72;F;L;CENTS,,,
71;F;L;GASPERICH,,,
71;F;L;GASPERICH,,,
71;M;L;HOLLERICH,,,
71;F;L;BONNEVOIE-SUD,,,
70;M;L;LIMPERTSBERG,,,
70;M;P;BELAIR,,,
70;F;L;BONNEVOIE-SUD,,,
70;M;L;BONNEVOIE-SUD,,,
71;M;I;GASPERICH,,,
71;M;L;CENTS,,,
71;F;L;BELAIR,,,
71;F;L;BELAIR,,,
71;M;L;DOMMELDANGE,,,
71;F;D;DOMMELDANGE,,,
71;M;P;CLAUSEN,,,
71;M;L,DK;DOMMELDANGE,,
71;M;GB;LIMPERTSBERG,,,
71;F;P;MUEHLENBACH,,,
71;M;I;BELAIR,,,
71;F;F;MUEHLENBACH,,,
70;F;L;EICH,,,
70;M;L;MERL,,,
72;F;F;MERL,,,
71;M;L;BELAIR,,,
71;M;F;BELAIR,,,
71;F;L;NEUDORF/WEIMERSHOF,,,
72;F;D;BELAIR,,,
71;M;L;BELAIR,,,
71;F;B;BELAIR,,,
72;M;P;CENTS,,,
71;F;I;BONNEVOIE-SUD,,,
71;M;L;KIRCHBERG,,,
72;M;L;CENTS,,,
69;F;F;CESSANGE,,,
69;M;L,GB;BELAIR,,
70;F;L;GASPERICH,,,
70;M;L,F;LIMPERTSBERG,,
70;F;F;HOLLERICH,,,
70;F;I;BELAIR,,,
70;F;I;CENTS,,,
70;F;L;BONNEVOIE-SUD,,,
70;F;P;GARE,,,
70;M;P;BELAIR,,,
69;F;L;PULVERMUEHL,,,
69;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
69;F;D;DOMMELDANGE,,,
70;F;L;GARE,,,
70;F;D;PULVERMUEHL,,,
70;F;P;BONNEVOIE-SUD,,,
70;M;FIN;KIRCHBERG,,,
69;M;L;BONNEVOIE-SUD,,,
70;F;L;BELAIR,,,
70;F;L;PFAFFENTHAL,,,
70;M;L;CENTS,,,
70;M;L;BONNEVOIE-SUD,,,
70;M;L;BONNEVOIE-SUD,,,
70;F;P;BEGGEN,,,
70;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
70;F;L;GARE,,,
70;M;F;BEGGEN,,,
69;F;L,I;HOLLERICH,,
69;F;L;KIRCHBERG,,,
70;M;L;BONNEVOIE-SUD,,,
69;M;L,I;GARE,,
70;F;P;BONNEVOIE-NORD/VERLORENKOST,,,
70;M;L,I;GARE,,
69;M;L;KIRCHBERG,,,
70;M;I;GARE,,,
70;M;DK;VILLE-HAUTE,,,
70;F;L;LIMPERTSBERG,,,
70;M;L;BELAIR,,,
70;F;L;BONNEVOIE-SUD,,,
69;M;L;LIMPERTSBERG,,,
69;M;L;HAMM,,,
70;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
70;F;L,GR;NEUDORF/WEIMERSHOF,,
69;F;P;LIMPERTSBERG,,,
69;F;L;HOLLERICH,,,
69;F;L,SRB;ROLLINGERGRUND/BELAIR-NORD,,
70;F;P;HAMM,,,
70;M;L;MERL,,,
69;M;L;GARE,,,
69;M;D;BONNEVOIE-SUD,,,
69;F;L;HOLLERICH,,,
69;F;L;BONNEVOIE-SUD,,,
69;M;P;DOMMELDANGE,,,
69;F;S;LIMPERTSBERG,,,
69;M;P;MERL,,,
69;F;L,P;EICH,,
70;M;L;GASPERICH,,,
69;M;L,RUS;LIMPERTSBERG,,
69;M;L;BELAIR,,,
69;F;L;BONNEVOIE-SUD,,,
69;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
70;F;PL;GASPERICH,,,
70;M;L;CENTS,,,
70;F;L;CENTS,,,
70;F;L;DOMMELDANGE,,,
69;M;P;CLAUSEN,,,
69;F;I,IRL;GARE,,
69;M;L,B;LIMPERTSBERG,,
69;F;L;BONNEVOIE-SUD,,,
69;M;B;PULVERMUEHL,,,
69;F;F;BONNEVOIE-SUD,,,
69;M;P;GASPERICH,,,
70;M;L;BEGGEN,,,
70;F;F;CESSANGE,,,
69;M;L;BONNEVOIE-SUD,,,
69;M;P;ROLLINGERGRUND/BELAIR-NORD,,,
69;M;L;MUEHLENBACH,,,
70;M;L;GASPERICH,,,
70;F;L;EICH,,,
70;F;L;HOLLERICH,,,
69;M;L;GARE,,,
70;F;I;GASPERICH,,,
69;F;L;LIMPERTSBERG,,,
70;M;D;BELAIR,,,
70;F;L;DOMMELDANGE,,,
70;F;F;GASPERICH,,,
70;M;P;HOLLERICH,,,
70;F;L;LIMPERTSBERG,,,
70;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
69;M;IRL;BONNEVOIE-NORD/VERLORENKOST,,,
69;M;I;GARE,,,
69;F;L;BONNEVOIE-SUD,,,
69;F;A;BONNEVOIE-SUD,,,
69;F;L;BONNEVOIE-SUD,,,
69;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
69;M;L;MERL,,,
70;M;TJ;BONNEVOIE-SUD,,,
70;M;L;LIMPERTSBERG,,,
70;F;F;LIMPERTSBERG,,,
70;F;L;GARE,,,
69;M;P;BONNEVOIE-SUD,,,
69;M;P;KIRCHBERG,,,
69;F;L;LIMPERTSBERG,,,
69;M;EST;NEUDORF/WEIMERSHOF,,,
70;M;L;GASPERICH,,,
70;F;I;GASPERICH,,,
70;F;F;DOMMELDANGE,,,
69;F;F;GARE,,,
69;F;L;GASPERICH,,,
70;M;L;GASPERICH,,,
69;M;F;CLAUSEN,,,
69;M;L;DOMMELDANGE,,,
69;M;L;KIRCHBERG,,,
69;F;L;GASPERICH,,,
69;F;L;HOLLERICH,,,
69;F;L;MERL,,,
69;M;L;NEUDORF/WEIMERSHOF,,,
69;M;P;GASPERICH,,,
69;M;L;MUEHLENBACH,,,
69;M;L;BELAIR,,,
69;M;L;LIMPERTSBERG,,,
69;M;L;KIRCHBERG,,,
69;F;L,F;HOLLERICH,,
69;M;L;MERL,,,
70;F;I;BONNEVOIE-NORD/VERLORENKOST,,,
70;F;P;ROLLINGERGRUND/BELAIR-NORD,,,
69;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
69;F;CDN;GASPERICH,,,
70;F;L;HOLLERICH,,,
70;M;L;BELAIR,,,
70;M;B;LIMPERTSBERG,,,
70;F;P;GARE,,,
70;M;L;CESSANGE,,,
70;M;L;LIMPERTSBERG,,,
70;F;L;BELAIR,,,
70;M;L;BELAIR,,,
70;M;D;DOMMELDANGE,,,
70;F;P;BEGGEN,,,
70;M;P;KIRCHBERG,,,
70;M;I;BONNEVOIE-SUD,,,
70;F;L;MERL,,,
70;F;FIN;KIRCHBERG,,,
70;F;P;EICH,,,
68;F;F;CESSANGE,,,
68;M;I;BELAIR,,,
68;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
69;M;GB;KIRCHBERG,,,
69;M;I;CENTS,,,
67;F;L,P;CLAUSEN,,
68;M;L;CENTS,,,
68;M;F;HOLLERICH,,,
68;F;L;KIRCHBERG,,,
69;M;P;BONNEVOIE-SUD,,,
67;M;L;BEGGEN,,,
68;F;L;CENTS,,,
69;F;IRL;KIRCHBERG,,,
69;M;L;KIRCHBERG,,,
68;M;USA;MERL,,,
68;F;L,GR;NEUDORF/WEIMERSHOF,,
68;F;P;CLAUSEN,,,
68;M;F;HAMM,,,
68;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
68;F;L;BONNEVOIE-SUD,,,
68;M;L,B;DOMMELDANGE,,
68;M;L;BELAIR,,,
68;M;L,GB;ROLLINGERGRUND/BELAIR-NORD,,
69;F;L;GARE,,,
68;F;L;PFAFFENTHAL,,,
68;F;DK;KIRCHBERG,,,
68;F;B;GARE,,,
68;M;L;LIMPERTSBERG,,,
69;F;F;ROLLINGERGRUND/BELAIR-NORD,,,
69;F;IRL;CENTS,,,
68;M;B;CENTS,,,
68;F;D;BONNEVOIE-SUD,,,
68;M;L;NEUDORF/WEIMERSHOF,,,
69;F;D;WEIMERSKIRCH,,,
68;M;L;LIMPERTSBERG,,,
68;F;F;GARE,,,
68;M;L,D;GASPERICH,,
68;M;D;BELAIR,,,
68;F;F;KIRCHBERG,,,
68;M;L;KIRCHBERG,,,
68;M;L;LIMPERTSBERG,,,
68;F;S;VILLE-HAUTE,,,
68;F;L;NEUDORF/WEIMERSHOF,,,
68;F;L;NEUDORF/WEIMERSHOF,,,
68;F;F;BELAIR,,,
68;M;L;BELAIR,,,
68;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
68;M;P;CLAUSEN,,,
68;M;L;CENTS,,,
68;F;L;CESSANGE,,,
68;M;NL;NEUDORF/WEIMERSHOF,,,
68;M;I;KIRCHBERG,,,
68;F;P;GARE,,,
68;M;D;KIRCHBERG,,,
67;M;B;CENTS,,,
69;M;L;CESSANGE,,,
69;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
67;F;L;CENTS,,,
67;M;L;CENTS,,,
67;F;XXK;MERL,,,
67;M;L;PULVERMUEHL,,,
67;F;L;BONNEVOIE-SUD,,,
69;M;L;KIRCHBERG,,,
68;F;P;HOLLERICH,,,
69;F;B;EICH,,,
69;M;B;ROLLINGERGRUND/BELAIR-NORD,,,
67;F;GR;LIMPERTSBERG,,,
67;M;J;BONNEVOIE-SUD,,,
68;F;L;BONNEVOIE-NORD/VERLORENKOST,,,
68;M;L;KIRCHBERG,,,
68;M;L;BONNEVOIE-SUD,,,
68;F;L,CV;LIMPERTSBERG,,
68;M;L;LIMPERTSBERG,,,
68;F;L;GASPERICH,,,
68;M;L;HOLLERICH,,,
69;F;P;MERL,,,
68;M;L,E;HOLLERICH,,
68;F;L;CESSANGE,,,
68;M;F;LIMPERTSBERG,,,
68;F;PL;BELAIR,,,
68;M;L;HOLLERICH,,,
68;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
68;F;B;DOMMELDANGE,,,
68;F;L;CESSANGE,,,
68;M;P;BONNEVOIE-NORD/VERLORENKOST,,,
68;F;L;GASPERICH,,,
68;F;B;BELAIR,,,
68;F;L;GARE,,,
68;M;D;CESSANGE,,,
67;M;P;BEGGEN,,,
69;M;L;BONNEVOIE-SUD,,,
69;F;L;CENTS,,,
68;M;P;WEIMERSKIRCH,,,
67;M;L;BONNEVOIE-SUD,,,
67;F;L;CESSANGE,,,
68;M;L;BONNEVOIE-NORD/VERLORENKOST,,,
68;M;F;BONNEVOIE-SUD,,,
68;M;L;HAMM,,,
68;F;D;CLAUSEN,,,
68;M;L;CESSANGE,,,
68;M;L;BELAIR,,,
68;F;L,F;HOLLERICH,,
68;F;L;KIRCHBERG,,,
68;M;L;CENTS,,,
68;M;P;GARE,,,
68;F;E;LIMPERTSBERG,,,
67;M;L;EICH,,,
67;F;L;CENTS,,,
68;F;L;VILLE-HAUTE,,,
68;M;L;KIRCHBERG,,,
68;M;L;MERL,,,
68;M;L;BONNEVOIE-SUD,,,
68;M;P;GASPERICH,,,
68;M;L;NEUDORF/WEIMERSHOF,,,
68;M;L;VILLE-HAUTE,,,
67;M;L;CLAUSEN,,,
67;F;L;PFAFFENTHAL,,,
67;M;L;BELAIR,,,
69;F;I;HAMM,,,
69;F;L;ROLLINGERGRUND/BELAIR-NORD,,,
69;F;L;BEGGEN,,,
68;F;D;BONNEVOIE-NORD/VERLORENKOST,,,
69;F;L;MERL,,,
68;F;L;HOLLERICH,,,
69;M;I;BONNEVOIE-NORD/VERLORENKOST,,,
68;M;L;ROLLINGERGRUND/BELAIR-NORD,,,
69;F;L;BELAIR,,,
69;F;L;CENTS,,,
68;F;L,IRL;HOLLERICH,,
68;M;P;BEGGEN,,,
69;F;L;BELAIR,,,
69;F;L,B;GASPERICH,,
68;F;P;BONNEVOIE-SUD,,,
68;M;L;EICH,,,
67;F;P;GASPERICH,,,
67;M;L;WEIMERSKIRCH,,,
67;F;P;BONNEVOIE-SUD,,,
67;M;L;BONNEVOIE-SUD,,,
67;M;L;BEGGEN,,,
67;F;L;BELAIR,,,
67;M;D;NEUDORF/WEIMERSHOF,,,
66;F;L;EICH,,,
