DATAFLOW,COUNTRY: Country of residence,REGION: Tourist region,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_COUNTRY_2: Note Country 2,NOTE_COUNTRY_1: Note Country 1,NOTE_REGION_2: Note Region 2,NOTE_REGION_1: Note Region 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2014,1773,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2015,1620,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2016,1472,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2017,1581,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2018,1318,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2019,1315,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2020,584,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL31: Switzerland (Liechtenstein included),R08: Southern region,A: Annual,2021,1038,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2011,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2012,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2013,,,,,,,,,
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2014,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2015,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2016,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2017,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2018,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2019,,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2020,2205,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL32: of which: United Kingdom,R05: Ardennes,A: Annual,2021,2017,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2011,61176,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2012,71261,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2013,100075,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2014,104541,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2015,106713,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2016,108131,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2017,110075,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2018,121304,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2019,124139,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2020,130464,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL01: Luxembourg,R01: Total,A: Annual,2021,97085,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2011,77350,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2012,83653,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2013,88905,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2014,96224,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2015,96057,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2016,96063,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2017,90903,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2018,91998,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2019,92052,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2020,46889,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL02: Germany,R02: Centre,A: Annual,2021,65937,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2011,5765,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2012,6081,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2013,3464,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2014,3645,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2015,3907,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2016,3483,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2017,3164,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2018,3022,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2019,3024,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2020,1491,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL11: Finland,R02: Centre,A: Annual,2021,2161,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2011,162224,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2012,170025,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2013,164217,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2014,175748,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2015,180153,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2016,177981,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2017,182001,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2018,170338,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2019,187880,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2020,105181,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL20: Netherlands,R01: Total,A: Annual,2021,128365,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2011,833,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2012,705,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2013,764,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2014,845,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2015,935,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2016,795,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2017,747,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2018,643,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2019,669,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2020,263,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL29: Iceland,R01: Total,A: Annual,2021,480,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2011,9274,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2012,10266,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2013,11618,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2014,11775,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2015,7735,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2016,6659,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2017,6702,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2018,6760,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2019,7133,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2020,2569,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R01: Total,A: Annual,2021,5070,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2011,27021,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2012,42987,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2013,35650,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2014,39243,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2015,39698,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2016,35697,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2017,33709,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2018,32895,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2019,29699,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2020,8138,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL37: of which: Peoples's Republic of China,R01: Total,A: Annual,2021,19987,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2011,129,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2012,483,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2013,111,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2014,258,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2015,183,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2016,156,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2017,167,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2018,95,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2019,177,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2020,139,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL23: Czech Republic,R05: Ardennes,A: Annual,2021,146,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2011,3070,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2012,2617,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2013,2820,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2014,3014,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2015,2805,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2016,2744,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2017,2704,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2018,2530,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2019,2659,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2020,1592,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL22: Portugal,R08: Southern region,A: Annual,2021,2167,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2011,472,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2012,464,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2013,583,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2014,557,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2015,755,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2016,824,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2017,658,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2018,573,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2019,559,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2020,175,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL02: EFTA countries,R06: Mullerthal,A: Annual,2021,352,SL30: European Free Trade Association.,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2011,245,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2012,263,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2013,278,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2014,300,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2015,381,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2016,406,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2017,432,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2018,517,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2019,414,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2020,65,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL36: United States of America,R06: Mullerthal,A: Annual,2021,391,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2011,72,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2012,121,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2013,114,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2014,70,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2015,106,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2016,132,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2017,91,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2018,89,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2019,62,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2020,13,,,,,,,,0: Zero
LU1:DF_D5301(1.0),"SL11: Australia, Oceania and other territories",R06: Mullerthal,A: Annual,2021,60,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2011,64,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2012,85,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2013,76,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2014,99,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2015,77,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2016,71,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2017,84,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2018,60,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2019,41,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2020,5,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL40: of which: Australia,R07: Moselle,A: Annual,2021,27,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2011,210,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2012,215,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2013,148,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2014,194,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2015,208,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2016,151,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2017,158,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2018,133,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2019,163,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2020,126,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL05: Bulgaria,R08: Southern region,A: Annual,2021,127,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2011,1,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2012,5,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2013,4,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2014,9,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2015,3,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2016,11,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2017,5,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2018,4,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2019,3,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2020,0,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL19: Malta,R06: Mullerthal,A: Annual,2021,12,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2011,35,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2012,39,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2013,25,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2014,53,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2015,62,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2016,62,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2017,59,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2018,68,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2019,57,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2020,115,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL24: Romania,R05: Ardennes,A: Annual,2021,85,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2011,109,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2012,165,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2013,194,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2014,156,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2015,211,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2016,206,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2017,139,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2018,148,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2019,136,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2020,50,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL28: Sweden,R06: Mullerthal,A: Annual,2021,88,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2011,13,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2012,9,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2013,21,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2014,22,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2015,50,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2016,20,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2017,18,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2018,14,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2019,12,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2020,7,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL10: Estonia,R07: Moselle,A: Annual,2021,9,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2011,282,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2012,578,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2013,502,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2014,520,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2015,366,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2016,278,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2017,311,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2018,262,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2019,187,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2020,101,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SSL14: Hungary,R08: Southern region,A: Annual,2021,140,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R06: Mullerthal,A: Annual,2011,86,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R06: Mullerthal,A: Annual,2012,104,,,,,,,,0: Zero
LU1:DF_D5301(1.0),SL03: Russia,R06: Mullerthal,A: Annual,2013,81,,,,,,,,0: Zero
