number,value,datetime_start,datetime_complete,duration,params_alpha,params_max_iter,params_n_estimators,state
154,19.772416895435132,2023-09-16 09:52:36.450815,2023-09-16 09:52:43.222480,0 days 00:00:06.771665,5.367775864637866,686,0.4207874619319447,COMPLETE
155,20.530984267320125,2023-09-16 09:52:43.222480,2023-09-16 09:52:48.673400,0 days 00:00:05.450920,9.283824288028514,928,0.46445496001765246,COMPLETE
156,25.119650937576445,2023-09-16 09:52:48.673737,2023-09-16 09:52:51.555025,0 days 00:00:02.881288,28.411461395644043,1599,0.4927440136339966,COMPLETE
157,18.807407307206468,2023-09-16 09:52:51.555025,2023-09-16 09:52:58.355123,0 days 00:00:06.800098,1.6907519092810597,791,0.3505618295084261,COMPLETE
158,19.29216568776048,2023-09-16 09:52:58.355123,2023-09-16 09:53:05.707281,0 days 00:00:07.352158,2.952655239383498,810,0.35236962795706583,COMPLETE
159,20.021025808635947,2023-09-16 09:53:05.707281,2023-09-16 09:53:11.609104,0 days 00:00:05.901823,6.8830579475947395,557,0.3727945634242162,COMPLETE
160,18.772304737814213,2023-09-16 09:53:11.609104,2023-09-16 09:53:17.802655,0 days 00:00:06.193551,1.5041625074974603,671,0.313225970773575,COMPLETE
161,18.809724420466797,2023-09-16 09:53:17.802655,2023-09-16 09:53:24.066506,0 days 00:00:06.263851,1.632338126232966,689,0.3111413645057667,COMPLETE
162,19.50572386419245,2023-09-16 09:53:24.066506,2023-09-16 09:53:30.584455,0 days 00:00:06.517949,3.874278569820601,632,0.3289461167209078,COMPLETE
163,18.762317277235102,2023-09-16 09:53:30.589486,2023-09-16 09:53:36.655634,0 days 00:00:06.066148,1.5447379775972685,890,0.3441307450186125,COMPLETE
164,19.422149029456897,2023-09-16 09:53:36.655634,2023-09-16 09:53:43.785869,0 days 00:00:07.130235,0.33985783735793995,869,0.3005730456477485,COMPLETE
165,19.7379347201768,2023-09-16 09:53:43.785869,2023-09-16 09:53:49.744190,0 days 00:00:05.958321,5.164157290768079,770,0.34706404620605247,COMPLETE
166,18.976739054696072,2023-09-16 09:53:49.744190,2023-09-16 09:53:55.868335,0 days 00:00:06.124145,2.1008765057689125,987,0.3702099409208848,COMPLETE
167,22.982344726278047,2023-09-16 09:53:55.868335,2023-09-16 09:54:07.549721,0 days 00:00:11.681386,0.060575750228193614,3283,0.4011591447062872,COMPLETE
