number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
437,19.44323245726197,2023-09-16 03:19:39.541022,2023-09-16 03:20:21.468978,0 days 00:00:41.927956,0.7213035392809313,0.12065225901678088,3,525,0.5135622319147208,0.9986362241463916,0.6843002037524846,COMPLETE
438,18.087726305825576,2023-09-16 03:20:21.468978,2023-09-16 03:20:51.248473,0 days 00:00:29.779495,0.6667364191433963,0.014894824900525423,3,367,0.014972014998068134,0.6266198671624582,0.646046232671147,COMPLETE
439,18.288816909367455,2023-09-16 03:20:51.248473,2023-09-16 03:21:36.640499,0 days 00:00:45.392026,0.9606647287647913,0.05190519658965953,3,452,0.09022038994728468,0.2514030053206856,0.5483215981525342,COMPLETE
440,18.42812265803762,2023-09-16 03:21:36.656134,2023-09-16 03:22:12.580728,0 days 00:00:35.924594,0.6181680089156201,0.07383763505446725,4,388,0.44415210586894216,0.6893030280304503,0.6653965726965791,COMPLETE
441,24.84446740167703,2023-09-16 03:22:12.596354,2023-09-16 03:22:46.935589,0 days 00:00:34.339235,0.6979662516191992,0.5386880310531575,3,426,0.046437601709200235,0.7076310467758036,0.5988531736769347,COMPLETE
442,18.079048269724666,2023-09-16 03:22:46.935589,2023-09-16 03:23:16.715418,0 days 00:00:29.779829,0.7356184314413233,0.034189644306644076,3,354,0.10188720336886496,0.6725332760464097,0.6259861137163912,COMPLETE
443,70.8155221930327,2023-09-16 03:23:16.726928,2023-09-16 03:23:51.724035,0 days 00:00:34.997107,0.6836353221200444,0.0008809050127655399,3,442,0.08306066189396652,0.6419380863401202,0.5235432761022099,COMPLETE
444,18.474597469536523,2023-09-16 03:23:51.724035,2023-09-16 03:24:19.826963,0 days 00:00:28.102928,0.712982627501247,0.09890877463773456,3,335,0.06191384179121907,0.7534051301916133,0.5676060807323094,COMPLETE
445,18.085275399141445,2023-09-16 03:24:19.826963,2023-09-16 03:24:48.187046,0 days 00:00:28.360083,0.644529323452079,0.0548064064810278,3,376,0.13271303205710178,0.7298186390931545,0.713546625832624,COMPLETE
446,18.05114376560262,2023-09-16 03:24:48.187046,2023-09-16 03:25:28.607148,0 days 00:00:40.420102,0.663919662414484,0.028919746563156164,4,414,0.03609663806916113,0.6103528212540812,0.6076223971012117,COMPLETE
447,20.002247296046242,2023-09-16 03:25:28.607148,2023-09-16 03:26:09.721550,0 days 00:00:41.114402,0.8008471830489501,0.21350569847010986,3,471,0.47840002382183466,0.6854996313256104,0.6321571425880926,COMPLETE
448,19.437493577565807,2023-09-16 03:26:09.737175,2023-09-16 03:26:36.033443,0 days 00:00:26.296268,0.747193025912709,0.17344041783918157,3,310,0.15284861499104066,0.6654612066569756,0.6578300304940685,COMPLETE
449,18.14059125081834,2023-09-16 03:26:36.033443,2023-09-16 03:27:17.949029,0 days 00:00:41.915586,0.6347207031686903,0.015772126256331148,3,645,0.0006029566896026198,0.7050402848146673,0.9981327219832541,COMPLETE
450,22.705217118053913,2023-09-16 03:27:17.949029,2023-09-16 03:27:48.255448,0 days 00:00:30.306419,0.6873283484294807,0.3643348993559094,3,397,0.11382222089300141,0.17351185718058837,0.7822863094649768,COMPLETE
451,23.807748612653672,2023-09-16 03:27:48.255448,2023-09-16 03:28:08.527873,0 days 00:00:20.272425,0.24637444685122634,0.41833220946234867,3,492,0.07960038961936966,0.8499410560193786,0.23913650985040835,COMPLETE
452,18.36060631105744,2023-09-16 03:28:08.527873,2023-09-16 03:28:36.972137,0 days 00:00:28.444264,0.7664038102000289,0.04968521346144009,3,364,0.6789855675870009,0.7797871424684976,0.31986907651728813,COMPLETE
453,18.46301571728788,2023-09-16 03:28:36.972137,2023-09-16 03:29:07.993013,0 days 00:00:31.020876,0.7120277860766814,0.08033489678050625,3,377,0.2800058672608793,0.633526126124101,0.4734883625254616,COMPLETE
454,29.118307019685215,2023-09-16 03:29:07.993013,2023-09-16 03:29:32.662422,0 days 00:00:24.669409,0.4227339208810404,0.8096091256439099,4,348,0.06269154274690744,0.6552718538987331,0.7595544829169801,COMPLETE
455,18.08942118494343,2023-09-16 03:29:32.662422,2023-09-16 03:29:57.283152,0 days 00:00:24.620730,0.612950916799545,0.035795095505252617,3,323,0.100287290641249,0.6895222663153514,0.5838526549107707,COMPLETE
456,21.675454495975462,2023-09-16 03:29:57.283152,2023-09-16 03:30:29.178957,0 days 00:00:31.895805,0.671617232792855,0.2874593920022095,3,402,0.12491600545517947,0.7246191210645629,0.5089831649210665,COMPLETE
457,20.04287184918102,2023-09-16 03:30:29.178957,2023-09-16 03:31:05.585086,0 days 00:00:36.406129,0.898185547867997,0.13570844428697626,3,387,0.49361913586653583,0.2544224640626953,0.6820925617311726,COMPLETE
458,18.22673996684781,2023-09-16 03:31:05.585086,2023-09-16 03:31:43.735984,0 days 00:00:38.150898,0.7299408837600819,0.057399495818113724,3,458,0.026644635765196545,0.6604758623922179,0.5646536814079983,COMPLETE
459,18.15796796301449,2023-09-16 03:31:43.735984,2023-09-16 03:32:09.064469,0 days 00:00:25.328485,0.6562002622614714,0.01839846110814431,3,360,0.37021743902651016,0.5997833458978057,0.9647947451703198,COMPLETE
460,18.350474847576372,2023-09-16 03:32:09.064469,2023-09-16 03:32:37.199432,0 days 00:00:28.134963,0.6983771747802866,0.06310347567606808,3,341,0.17747309042901668,0.07659389075901646,0.5320438399694021,COMPLETE
461,26.31103179916092,2023-09-16 03:32:37.199432,2023-09-16 03:33:03.296963,0 days 00:00:26.097531,0.45341887895513494,0.4536241212477154,3,414,0.04866797534165778,0.31852315155506417,0.6102384513712,COMPLETE
462,18.190413129373987,2023-09-16 03:33:03.312585,2023-09-16 03:33:30.396496,0 days 00:00:27.083911,0.6802050604177776,0.03239977013300788,3,438,0.08234781611289481,0.6262172174334603,0.18996679586892784,COMPLETE
463,89.34821665874628,2023-09-16 03:33:30.396496,2023-09-16 03:33:57.921053,0 days 00:00:27.524557,0.627833995198876,0.00039717948954047164,3,378,0.1014471023877432,0.7031450429229075,0.7033452760313086,COMPLETE
464,19.140255060506284,2023-09-16 03:33:57.921053,2023-09-16 03:34:36.473747,0 days 00:00:38.552694,0.7206999806238146,0.10176205181342228,3,475,0.40094010513106115,0.11921634466530662,0.6398750991499832,COMPLETE
465,22.700837171393953,2023-09-16 03:34:36.473747,2023-09-16 03:35:02.510562,0 days 00:00:26.036815,0.6538980476465784,0.44525850771902764,3,330,0.23222136153805528,0.6799143157698204,0.5896679537923696,COMPLETE
466,18.215001465022585,2023-09-16 03:35:02.510562,2023-09-16 03:35:34.158455,0 days 00:00:31.647893,0.7497307013180543,0.07741365379241386,3,368,0.144988116435394,0.6502450392899937,0.5550566764945926,COMPLETE
467,18.3783895951256,2023-09-16 03:35:34.158455,2023-09-16 03:36:25.500208,0 days 00:00:51.341753,0.7020618833442045,0.0453422104300001,4,519,0.0737414555566604,0.7448997499605066,0.6570165550407853,COMPLETE
468,23.33418028309663,2023-09-16 03:36:25.500208,2023-09-16 03:37:09.515434,0 days 00:00:44.015226,0.7829108462811015,0.3883843032721619,3,507,0.12152211734278227,0.6810071487677789,0.4916816164316673,COMPLETE
469,23.5068030591792,2023-09-16 03:37:09.515434,2023-09-16 03:37:40.839806,0 days 00:00:31.324372,0.6776263637543098,0.4114130035677579,3,395,0.05353810638264628,0.7070812709684908,0.6255349355384376,COMPLETE
470,18.085709809441354,2023-09-16 03:37:40.839806,2023-09-16 03:38:10.178475,0 days 00:00:29.338669,0.7278705694196426,0.018239444755129446,3,352,0.3045387129158942,0.7978595710763252,0.4587841379583931,COMPLETE
471,18.01601842905007,2023-09-16 03:38:10.178475,2023-09-16 03:38:34.468132,0 days 00:00:24.289657,0.6950764545721039,0.039141298554362325,3,299,0.09949736776935819,0.8294903577333644,0.6693451150682892,COMPLETE
472,22.156748335256648,2023-09-16 03:38:34.483759,2023-09-16 03:39:03.279758,0 days 00:00:28.795999,0.3700699923920741,0.3012464958356964,4,427,0.025157383695743954,0.6156919046139744,0.596824273224539,COMPLETE
473,24.61275302878791,2023-09-16 03:39:03.279758,2023-09-16 03:39:32.617632,0 days 00:00:29.337874,0.646639614692055,0.5714659611252084,3,378,0.5328301580985937,0.6416345344677356,0.5727183320164579,COMPLETE
474,18.463740412298353,2023-09-16 03:39:32.620636,2023-09-16 03:40:07.691171,0 days 00:00:35.070535,0.5694869190370586,0.06610317284119968,3,491,0.8360300595404907,0.7271286380261327,0.5443668802199252,COMPLETE
475,20.639279072753233,2023-09-16 03:40:07.691171,2023-09-16 03:40:37.694547,0 days 00:00:30.003376,0.615343862819437,0.24419645410772844,3,403,0.4397245715552789,0.6718022936976098,0.6221442286204761,COMPLETE
476,18.672922941514827,2023-09-16 03:40:37.694547,2023-09-16 03:41:03.164644,0 days 00:00:25.470097,0.6630597440034663,0.1420027148488568,3,320,0.07752233739455765,0.7534927059339854,0.6487863696747641,COMPLETE
477,41.91300091632921,2023-09-16 03:41:03.164644,2023-09-16 03:41:42.172067,0 days 00:00:39.007423,0.704355536565546,0.4793216739040881,7,338,0.04230653847498466,0.6930218442394054,0.15690487357665928,COMPLETE
478,77.63242427189218,2023-09-16 03:41:42.172067,2023-09-16 03:42:13.351182,0 days 00:00:31.179115,0.7669759169568569,0.0008202181019328382,3,361,0.13396984598377676,0.6637431235908717,0.5033504778122407,COMPLETE
479,31.55455784318991,2023-09-16 03:42:13.351182,2023-09-16 03:42:55.230378,0 days 00:00:41.879196,0.8747289364033706,0.6960504726187684,3,462,0.16216486884659154,0.632005632294304,0.6979265673423961,COMPLETE
480,25.12449250302945,2023-09-16 03:42:55.230378,2023-09-16 03:43:34.930287,0 days 00:00:39.699909,0.8256507060108738,0.35051577518661686,3,448,0.06582389977909983,0.012268485544476349,0.44977995293507733,COMPLETE
481,18.009918077821947,2023-09-16 03:43:34.930287,2023-09-16 03:44:06.172491,0 days 00:00:31.242204,0.6823641236145015,0.02826119017738154,3,389,0.5785233552671266,0.8454592071084561,0.6142680960497862,COMPLETE
482,21.577088219789392,2023-09-16 03:44:06.172491,2023-09-16 03:44:46.190184,0 days 00:00:40.017693,0.9241475024899191,0.23156579003837896,3,419,0.25553374984647914,0.18944822519305948,0.6789449275142423,COMPLETE
483,19.89811586701571,2023-09-16 03:44:46.190184,2023-09-16 03:45:15.900050,0 days 00:00:29.709866,0.7375466668790329,0.21736092821823955,3,350,0.09586312881068769,0.6002788187915367,0.581120606767439,COMPLETE
484,33.39976022836643,2023-09-16 03:45:15.900050,2023-09-16 03:45:34.355197,0 days 00:00:18.455147,0.6414789137203971,0.326528302208026,3,370,0.5488582788698869,0.7160899543093657,0.0640425109845083,COMPLETE
485,26.558502473551535,2023-09-16 03:45:34.355197,2023-09-16 03:46:06.179429,0 days 00:00:31.824232,0.7119938120231033,0.6040239784662595,3,390,0.11906165595525268,0.7659440861361201,0.6405556689554462,COMPLETE
486,85.70964772566222,2023-09-16 03:46:06.179429,2023-09-16 03:46:23.503928,0 days 00:00:17.324499,0.6062723859036205,0.5067185573398681,4,313,0.46363916512879627,0.3383971516096783,0.050053103095223705,COMPLETE
487,27.4518760611368,2023-09-16 03:46:23.503928,2023-09-16 03:46:49.288869,0 days 00:00:25.784941,0.6661002040728281,0.6288761846552516,3,336,0.32246383977712295,0.8045987155611761,0.7226470295446403,COMPLETE
488,19.626578392422285,2023-09-16 03:46:49.288869,2023-09-16 03:48:36.482311,0 days 00:01:47.193442,0.8436321190607712,0.08618106344290105,10,363,0.05702837445400126,0.45381505934351685,0.6009694939256622,COMPLETE
489,18.039080925071897,2023-09-16 03:48:36.482311,2023-09-16 03:49:09.500102,0 days 00:00:33.017791,0.6834190926205599,0.051228405020840334,3,409,0.020544003744067917,0.650360114857846,0.5402170393220762,COMPLETE
490,18.03232354318454,2023-09-16 03:49:09.515728,2023-09-16 03:49:41.138663,0 days 00:00:31.622935,0.7228081506676813,0.020847311429531168,3,378,0.37548510235735333,0.691870843383041,0.5230521230217812,COMPLETE
491,33.821012134069,2023-09-16 03:49:41.138663,2023-09-16 03:50:19.186561,0 days 00:00:38.047898,0.7534705654541898,0.7425655213464722,3,480,0.08182600577219121,0.6767159410746317,0.37819157634814893,COMPLETE
492,20.00134105062812,2023-09-16 03:50:19.202187,2023-09-16 03:50:58.601603,0 days 00:00:39.399416,0.6324967806959398,0.11620955422180142,3,539,0.2023464681487609,0.7285196265243845,0.42644688616691395,COMPLETE
493,18.208862398668877,2023-09-16 03:50:58.601603,2023-09-16 03:51:27.399306,0 days 00:00:28.797703,0.698531870914905,0.06435026145497826,3,349,0.42104563320850436,0.48715616563051284,0.5569347959086818,COMPLETE
494,44.2222740707578,2023-09-16 03:51:27.399306,2023-09-16 03:52:06.267223,0 days 00:00:38.867917,0.6653882788228813,0.9806641423330731,4,399,0.10581906008187263,0.589735556642096,0.48248483697769046,COMPLETE
495,18.102813908131587,2023-09-16 03:52:06.267223,2023-09-16 03:52:35.406220,0 days 00:00:29.138997,0.5255873966149915,0.04230854138822214,3,433,0.14591820806929953,0.65707763646302,0.6395537761700155,COMPLETE
496,23.520652544674515,2023-09-16 03:52:35.406220,2023-09-16 03:53:19.989458,0 days 00:00:44.583238,0.9314691123006382,0.4014433133019891,3,454,0.04246068653799174,0.6256053620267322,0.5782727869160658,COMPLETE
497,18.14646703591627,2023-09-16 03:53:19.989458,2023-09-16 03:53:44.927088,0 days 00:00:24.937630,0.2924534435069952,0.01690682756257459,3,500,0.08321022805194807,0.7125625818942085,0.6224121267418256,COMPLETE
498,18.254045578260055,2023-09-16 03:53:44.927088,2023-09-16 03:54:12.979055,0 days 00:00:28.051967,0.7993161974392834,0.08296791532859235,3,368,0.17742367381790267,0.6979483399934251,0.27401320158832043,COMPLETE
499,18.092534351886137,2023-09-16 03:54:12.979055,2023-09-16 03:54:31.451285,0 days 00:00:18.472230,0.6468802120337471,0.039200168028916876,3,328,0.06307184887018419,0.6694690014871911,0.12631784762339265,COMPLETE
500,18.635399354859366,2023-09-16 03:54:31.451285,2023-09-16 03:54:59.038085,0 days 00:00:27.586800,0.8671226127843106,0.0625205151009336,3,384,0.2823693965388121,0.4398469722809264,0.19151184858966558,COMPLETE
501,22.923033318863627,2023-09-16 03:54:59.038085,2023-09-16 03:55:36.822657,0 days 00:00:37.784572,0.7143761901537081,0.2854085650575813,3,471,0.10311764976510979,0.7469803377973071,0.6641939971383327,COMPLETE
502,18.041941902195777,2023-09-16 03:55:36.822657,2023-09-16 03:56:05.397711,0 days 00:00:28.575054,0.6863669514339577,0.01837954035984845,3,351,0.35078984756739007,0.04741344572167128,0.6082597552059926,COMPLETE
503,18.038457793007346,2023-09-16 03:56:05.397711,2023-09-16 03:56:36.968046,0 days 00:00:31.570335,0.6273163114511806,0.04624644352568939,3,416,0.12565711596145127,0.61647224201579,0.5945494733688592,COMPLETE
504,31.594105170512044,2023-09-16 03:56:36.968046,2023-09-16 03:57:18.456319,0 days 00:00:41.488273,0.745243316792108,0.6538511551843162,3,513,0.014495724775624046,0.7752136626014549,0.6908818277450326,COMPLETE
505,28.711024706849777,2023-09-16 03:57:18.456319,2023-09-16 03:58:24.614177,0 days 00:01:06.157858,0.6665862727409841,0.5862547151806553,8,374,0.5999863510307396,0.6439797915999882,0.4160334108724043,COMPLETE
506,68.92813944055874,2023-09-16 03:58:24.614177,2023-09-16 03:59:08.899482,0 days 00:00:44.285305,0.6985034692666918,0.0010690197453564164,5,395,0.03466340048382199,0.6832459811282239,0.8240968850826611,COMPLETE
507,25.441597874806384,2023-09-16 03:59:08.899482,2023-09-16 03:59:54.638840,0 days 00:00:45.739358,0.7302422289099444,0.47553864442005733,4,441,0.09053317383986755,0.6577830922530634,0.5111897138692727,COMPLETE
508,19.57603079588538,2023-09-16 03:59:54.638840,2023-09-16 04:00:22.899399,0 days 00:00:28.260559,0.7765222466822518,0.10461637785604276,3,359,0.07112569119678211,0.7095921049695983,0.953875381402139,COMPLETE
509,26.703519883423205,2023-09-16 04:00:22.899399,2023-09-16 04:00:49.752380,0 days 00:00:26.852981,0.653212156054386,0.5687203695357635,3,338,0.00116740636580933,0.8151744247696948,0.5612283123796383,COMPLETE
510,18.031413809829605,2023-09-16 04:00:49.752380,2023-09-16 04:01:09.948102,0 days 00:00:20.195722,0.4812565220364868,0.030684524357233862,3,305,0.11510464377773537,0.7368000535955197,0.6504220745328873,COMPLETE
511,18.415644190873138,2023-09-16 04:01:09.948102,2023-09-16 04:01:37.326912,0 days 00:00:27.378810,0.5582570825836004,0.06894264479732241,3,387,0.14890395408832405,0.6354352081662186,0.6293804752852008,COMPLETE
512,18.32556520229924,2023-09-16 04:01:37.326912,2023-09-16 04:02:16.340673,0 days 00:00:39.013761,0.6821060055301029,0.05004477087803684,3,487,0.9891658366702349,0.548204132861549,0.5336717192713499,COMPLETE
513,101.82043572125023,2023-09-16 04:02:16.340673,2023-09-16 04:02:56.055439,0 days 00:00:39.714766,0.9769192486199978,3.873124769293926e-05,3,407,0.4139852915840657,0.8913215962239134,0.6767180927503161,COMPLETE
514,25.223551465381153,2023-09-16 04:02:56.055439,2023-09-16 04:03:36.805041,0 days 00:00:40.749602,0.904812384650628,0.5139161981675927,3,424,0.05533150414535214,0.6900507951351855,0.5812519033335422,COMPLETE
515,24.905841934703624,2023-09-16 04:03:36.805041,2023-09-16 04:04:09.897388,0 days 00:00:33.092347,0.7119451530550917,0.4332280143333346,4,367,0.09348740639696748,0.6684992870981683,0.3124440688814532,COMPLETE
516,19.833573460627203,2023-09-16 04:04:09.897388,2023-09-16 04:04:37.009617,0 days 00:00:27.112229,0.6750431082329638,0.27153844255353715,3,340,0.12730129138724708,0.8542554965157164,0.605236873890578,COMPLETE
517,18.091536734879657,2023-09-16 04:04:37.025242,2023-09-16 04:04:58.885431,0 days 00:00:21.860189,0.5978005831188835,0.03326351036855863,3,294,0.24371129922032292,0.600267401018836,0.6561806836693116,COMPLETE
518,19.19751577015881,2023-09-16 04:04:58.885431,2023-09-16 04:05:24.937950,0 days 00:00:26.052519,0.7324451405078579,0.14728236366472647,3,321,0.07177109655954934,0.7142082940204624,0.7723844064104453,COMPLETE
519,18.597653533273412,2023-09-16 04:05:24.937950,2023-09-16 04:06:00.651181,0 days 00:00:35.713231,0.6384815359784237,0.0874084584988995,3,465,0.04107104650460885,0.8735381786987358,0.5526853403597339,COMPLETE
520,18.116284712763633,2023-09-16 04:06:00.651181,2023-09-16 04:06:31.296562,0 days 00:00:30.645381,0.7561103131763086,0.019778871724505424,3,355,0.3280885083693793,0.6452889777655951,0.4852232259368156,COMPLETE
521,19.658009425397367,2023-09-16 04:06:31.312187,2023-09-16 04:07:01.252657,0 days 00:00:29.940470,0.6987808498105,0.19398489563002436,3,381,0.16946305050699745,0.2868537884719,0.7266217307425509,COMPLETE
522,18.163673612662553,2023-09-16 04:07:01.252657,2023-09-16 04:07:30.883872,0 days 00:00:29.631215,0.6122374993502421,0.05371321473887361,3,407,0.10745956223210813,0.4711128267825614,0.7436454784571073,COMPLETE
523,18.669113756281593,2023-09-16 04:07:30.894879,2023-09-16 04:08:04.583349,0 days 00:00:33.688470,0.6583309267582884,0.07154469946553493,3,448,0.2084894623728999,0.3809204747035291,0.4081468510492347,COMPLETE
524,18.020524674279606,2023-09-16 04:08:04.583349,2023-09-16 04:08:42.672753,0 days 00:00:38.089404,0.7169150140367391,0.03157630082579237,4,371,0.3011218332167408,0.6826675971140503,0.6376242064486608,COMPLETE
525,26.444550968922407,2023-09-16 04:08:42.672753,2023-09-16 04:09:08.673210,0 days 00:00:26.000457,0.5362869899998065,0.6603289285844034,3,386,0.625015564324891,0.6981467651423066,0.7046441324744532,COMPLETE
526,18.139841593233655,2023-09-16 04:09:08.673210,2023-09-16 04:09:37.818645,0 days 00:00:29.145435,0.6893026696456923,0.014738192797772942,3,351,0.08294862496045094,0.4199122116835493,0.6155821993589073,COMPLETE
527,26.676475091748983,2023-09-16 04:09:37.818645,2023-09-16 04:10:16.624872,0 days 00:00:38.806227,0.6707290606338532,0.553362636581981,3,498,0.0514785295059612,0.9164811080412758,0.5709710991667484,COMPLETE
528,18.366396213528223,2023-09-16 04:10:16.624872,2023-09-16 04:11:04.113153,0 days 00:00:47.488281,0.8195401413810572,0.04951419605223241,3,532,0.48553766145276456,0.5840255836314578,0.5919897122513958,COMPLETE
529,18.23960775340645,2023-09-16 04:11:04.113153,2023-09-16 04:11:29.515519,0 days 00:00:25.402366,0.6270945219284811,0.09459655742459232,3,327,0.13834670174576558,0.6226259098490106,0.5255707795465894,COMPLETE
530,23.40224891425394,2023-09-16 04:11:29.515519,2023-09-16 04:12:04.917531,0 days 00:00:35.402012,0.7369467686817777,0.3982310596431907,3,434,0.025871184711529466,0.7789474448625774,0.6771739251039545,COMPLETE
531,25.86146393495642,2023-09-16 04:12:04.917531,2023-09-16 04:12:24.469556,0 days 00:00:19.552025,0.7084536235493366,0.2682427625321884,3,360,0.3819050668254157,0.663516276977907,0.08696421178695601,COMPLETE
532,19.573520448490836,2023-09-16 04:12:24.469556,2023-09-16 04:12:53.235300,0 days 00:00:28.765744,0.6501541249765647,0.16044070024341542,3,396,0.06693444518495192,0.7352902521262177,0.86136058290993,COMPLETE
533,18.28935087323932,2023-09-16 04:12:53.235300,2023-09-16 04:13:23.756396,0 days 00:00:30.521096,0.7874091542165454,0.031246523114305483,3,478,0.10692391532370576,0.5255612589516626,0.16244059613887157,COMPLETE
534,18.614595604829354,2023-09-16 04:13:23.756396,2023-09-16 04:14:05.560717,0 days 00:00:41.804321,0.6832744149955225,0.06815941437272958,4,422,0.08595695863907994,0.6457522123275647,0.6305516941853357,COMPLETE
535,18.257297520369455,2023-09-16 04:14:05.560717,2023-09-16 04:14:32.187625,0 days 00:00:26.626908,0.1317066452664588,0.01611231477858636,3,735,0.1228678726491704,0.6696287698407125,0.6590537224411028,COMPLETE
536,32.810106269160606,2023-09-16 04:14:32.187625,2023-09-16 04:14:54.642998,0 days 00:00:22.455373,0.5718470262999508,0.821981090159809,3,312,0.15563107600335746,0.7171277387544628,0.455446735008746,COMPLETE
537,23.869196993555022,2023-09-16 04:14:54.658633,2023-09-16 04:15:24.175116,0 days 00:00:29.516483,0.7523037350052463,0.350889600902638,3,345,0.27232288771383556,0.06622282779489042,0.595813714130849,COMPLETE
538,19.488118557681915,2023-09-16 04:15:24.175116,2023-09-16 04:15:53.384619,0 days 00:00:29.209503,0.6963044782554412,0.11139071217426255,3,376,0.03975286585270737,0.3848435301351788,0.39475987921612665,COMPLETE
539,25.627112358272115,2023-09-16 04:15:53.384619,2023-09-16 04:16:24.370597,0 days 00:00:30.985978,0.6626442148617667,0.6319909082668961,3,400,0.18682097477853118,0.8341455395553709,0.4703207914010832,COMPLETE
540,22.81556741033375,2023-09-16 04:16:24.370597,2023-09-16 04:16:58.996006,0 days 00:00:34.625409,0.6378676171246661,0.3138850072641576,3,455,0.06280017935948454,0.6950641772293158,0.5030166802376856,COMPLETE
541,18.325379999465206,2023-09-16 04:16:58.996006,2023-09-16 04:17:48.396729,0 days 00:00:49.400723,0.911704477548247,0.04566797136486144,3,511,0.5931182123811636,0.5544116022432528,0.5443384943959143,COMPLETE
542,19.015109547311646,2023-09-16 04:17:48.398339,2023-09-16 04:19:02.667341,0 days 00:01:14.269002,0.7255741020037644,0.06413073925239841,8,365,0.09707460006620157,0.3535514458468433,0.6237026800070041,COMPLETE
543,22.859849544413386,2023-09-16 04:19:02.667341,2023-09-16 04:19:29.222667,0 days 00:00:26.555326,0.4736279405139303,0.36561207250457317,4,333,0.4627233756425688,0.6168669370781892,0.5780175702233412,COMPLETE
544,24.12835534822673,2023-09-16 04:19:29.222667,2023-09-16 04:20:00.999917,0 days 00:00:31.777250,0.7109985240792995,0.45353263975724706,3,388,0.07903768553607064,0.6780043669630225,0.6106007950915582,COMPLETE
545,18.01835608652555,2023-09-16 04:20:00.999917,2023-09-16 04:20:25.468614,0 days 00:00:24.468697,0.45486682071604023,0.03178470059879136,3,380,0.021430544154223338,0.7565926325931596,0.5567571280556235,COMPLETE
546,18.168459281589804,2023-09-16 04:20:25.468614,2023-09-16 04:21:00.620287,0 days 00:00:35.151673,0.7669539454464238,0.08589558959939787,3,413,0.11514363997298065,0.6355910494188652,0.6491691297434057,COMPLETE
547,23.832710153785698,2023-09-16 04:21:00.620287,2023-09-16 04:21:19.974384,0 days 00:00:19.354097,0.3713397243292078,0.5347436218982151,3,356,0.05426894144376172,0.7960633157258391,0.8046369508772638,COMPLETE
548,99.99671633198287,2023-09-16 04:21:19.974384,2023-09-16 04:22:32.922939,0 days 00:01:12.948555,0.6738676636768,7.565315551466903e-05,12,467,0.14059417606313657,0.6573595230509818,0.21396220886446554,COMPLETE
549,19.939913163576698,2023-09-16 04:22:32.922939,2023-09-16 04:22:54.279588,0 days 00:00:21.356649,0.605819272052505,0.1787439884078648,3,287,0.09216538640651503,0.4040469027518963,0.6882289212179982,COMPLETE
550,18.0896663924396,2023-09-16 04:22:54.279588,2023-09-16 04:23:33.542946,0 days 00:00:39.263358,0.6941624635545913,0.04566503272099697,3,491,0.06576897358228018,0.726488273954138,0.5898467346168501,COMPLETE
551,22.661402900855915,2023-09-16 04:23:33.542946,2023-09-16 04:24:32.661037,0 days 00:00:59.118091,0.6485238843917354,0.39088310858319036,6,439,0.11708494471588343,0.7037254341246156,0.6389421486907062,COMPLETE
552,21.093788707726166,2023-09-16 04:24:32.661037,2023-09-16 04:24:52.712420,0 days 00:00:20.051383,0.7320927855661378,0.12749082557565594,3,342,0.041584742936060466,0.2684384595547653,0.11348666787504574,COMPLETE
553,18.06548923473006,2023-09-16 04:24:52.712420,2023-09-16 04:25:29.027988,0 days 00:00:36.315568,0.6769310434751528,0.018917884845418315,4,370,0.4947620065377274,0.6786268265320734,0.6667833355638116,COMPLETE
554,18.09477549442301,2023-09-16 04:25:29.027988,2023-09-16 04:25:58.182777,0 days 00:00:29.154789,0.6281786238071132,0.05836580784278762,3,400,0.24364232422583929,0.60878364871488,0.7518161532967735,COMPLETE
555,18.087449001995036,2023-09-16 04:25:58.182777,2023-09-16 04:26:24.624202,0 days 00:00:26.441425,0.7169555298918698,0.027632142928953277,3,311,0.22067781296264805,0.6483978027370506,0.5648909987558741,COMPLETE
556,18.385191720828885,2023-09-16 04:26:24.624202,2023-09-16 04:26:52.913277,0 days 00:00:28.289075,0.6590960805389284,0.07391320944972093,3,355,0.5545716020643123,0.22673381873697995,0.5216528811511665,COMPLETE
557,88.34873604326309,2023-09-16 04:26:52.918282,2023-09-16 04:29:04.386910,0 days 00:02:11.468628,0.6967389616821309,0.00030293408091613266,11,556,0.5328795672493513,0.7484815887312973,0.6171154084559989,COMPLETE
558,40.03993586287052,2023-09-16 04:29:04.386910,2023-09-16 04:29:50.176162,0 days 00:00:45.789252,0.848631736002265,0.7393999511419146,3,520,0.39151109787516286,0.038007520801727424,0.7034523512911882,COMPLETE
559,18.207502299349763,2023-09-16 04:29:50.176162,2023-09-16 04:30:18.040346,0 days 00:00:27.864184,0.7468825280652371,0.045523274122876725,3,324,0.44163549367764077,0.9486421164382633,0.6013599248353673,COMPLETE
560,20.88753275384851,2023-09-16 04:30:18.040346,2023-09-16 04:30:52.078411,0 days 00:00:34.038065,0.6836563639606263,0.22726419640987106,3,424,0.0009369563284282248,0.2982856443648861,0.5420653172435095,COMPLETE
561,18.235763834062944,2023-09-16 04:30:52.078411,2023-09-16 04:31:19.586830,0 days 00:00:27.508419,0.65401194616113,0.03408386763840792,3,390,0.08437801761344846,0.6963911432575765,0.9420133847141163,COMPLETE
