DATAFLOW,FREQ: Frequency,UNIT: Unit,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_UNIT_2: Note Unit 2,NOTE_UNIT_1: Note Unit 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1960,210,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1961,238,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1962,350,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1963,500,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1964,644,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1965,770,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1966,882,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1967,1029,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1968,1134,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1969,1155,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1970,1230,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1971,1218,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1972,1288,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1973,1484,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1974,1309,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1975,1180,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1976,1295,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1977,1302,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1978,1316,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1979,1253,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1980,1048.95,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1981,1008,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1982,987,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1983,959,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1984,959,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1985,1024.38,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1986,1085.98,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1987,1265.18,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1988,1323.7,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1989,1427.3,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1990,1581,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1991,1837,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1992,1879,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1993,1883,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1994,1881,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1995,1736,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1996,1785,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1997,1864.12,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1998,1971.77,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,1999,2103.82,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2000,2260.933,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2001,2406.336,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2002,2463.437,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2003,2647.317,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2004,3003.135,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2005,3109.542,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2006,2952.622,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2007,2879.468,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2008,2905.067,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2009,2712.011,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2010,2839.237,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2011,2896.867,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2012,2789.609,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2013,2746.058,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2014,2647.463,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2015,2602.423,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2016,2595.944,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2017,2720.561,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2018,2875.423,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2019,2910.435,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2020,2366.048,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL06: Oil products,2021,2539.551,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1960,1465.38,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1961,1465.38,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1962,1546.79,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1963,1628.2,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1964,1872.43,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1965,1953.84,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1966,2035.25,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1967,2116.66,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1968,2279.48,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1969,2279.48,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1970,2442.3,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1971,2523.71,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1972,2767.94,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1973,3256.4,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1974,3582.04,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1975,3140.1,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1976,3419.22,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1977,3419.22,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1978,3500.63,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1979,3582.04,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1980,3607.2771,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1981,3419.22,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1982,3500.63,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1983,3582.04,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1984,3826.27,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1985,3829.5264,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1986,3843.3661,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1987,3929.6607,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1988,4086.782,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1989,4160.051,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1990,4163.54,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1991,4221.69,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1992,4244.95,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1993,4396.14,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1994,4652,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1995,5012.53,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1996,4919.49,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1997,5070.68,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1998,5303.28,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,1999,5509.9451,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2000,5775.0575,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2001,5842.553611,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2002,5905.705556,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2003,6181.2275,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2004,6390.938611,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2005,6152.618056,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2006,6612.912222,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2007,6693.750556,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2008,6597.345278,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2009,6112.469722,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2010,6592.973889,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2011,6484.195833,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2012,6235.985278,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2013,6198.755278,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2014,6182.341667,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2015,6224.155278,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2016,6367.2775,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2017,6393.274722,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2018,6458.7125,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2019,6396.948611,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2020,6119.5075,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL04: Electric power,2021,6392.845278,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1960,1029,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1961,1057,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1962,1008,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1963,930,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1964,1001,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1965,1050,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1966,896,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1967,868,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1968,952,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1969,1029,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1970,1000,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1971,896,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1972,819,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1973,847,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1974,728,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1975,530,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1976,504,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1977,469,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1978,413,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1979,406,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1980,346.15,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1981,287,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1982,273,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1983,273,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1984,308,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1985,285.67,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1986,265.44,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1987,220.36,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1988,233.8,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1989,233.8,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1990,202,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1991,172.8,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1992,148,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1993,155.59,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1994,131.45,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1995,65.25,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1996,59.99,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1997,32.18,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1998,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,1999,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2000,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2001,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2002,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2003,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2004,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2005,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2006,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2007,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2008,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2009,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2010,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2011,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2012,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2013,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2014,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2015,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2016,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2017,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2018,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2019,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2020,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL02: Derived gases,2021,,-: nil,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1960,121040.388,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1961,122505.768,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1962,123971.148,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1963,125185.32,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1964,135401.112,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1965,137745.72,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1966,131591.124,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1967,131884.2,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1968,141848.784,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1969,152692.596,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1970,155622.082,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1971,153571.824,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1972,159140.268,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1973,168811.776,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1974,180827.892,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1975,147375.36,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1976,149175.684,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1977,140676.48,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1978,145658.772,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1979,152985.672,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1980,142643.01996,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1981,123384.996,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1982,119281.932,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1983,112541.184,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1984,120454.236,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1985,124261.29324,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1986,121509.3096,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1987,120471.82056,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1988,126315.756,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1989,133525.4256,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1990,144042.6672,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1991,151193.7216,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1992,151495.1712,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1993,154576.23732,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1994,151032.94848,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1995,134632.41552,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1996,138070.197,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1997,136434.83292,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1998,135560.2104,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,1999,142821.37764,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2000,149604.835,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2001,156682.192,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2002,158232.139,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2003,168355.233,,0: Zero,A01: Definitions: Terajoule,,,,,
