DATAFLOW,FREQ: Frequency,UNIT: Unit,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_UNIT_2: Note Unit 2,NOTE_UNIT_1: Note Unit 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1983,3012.17,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1984,3256.4,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1985,3548.6619,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1986,3538.0786,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1987,3823.0136,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1988,4094.923,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1989,4599.665,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1990,5396.32,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1991,5663.81,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1992,5896.41,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1993,6129.01,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1994,6108.3086,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1995,6640.73,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1996,7292.01,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1997,7543.218,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1998,7621.3716,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),1999,7898.8634,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2000,7812.705556,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2001,7777.178056,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2002,7849.521389,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2003,7964.994167,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2004,8317.312222,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2005,8149.454722,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2006,8506.276389,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2007,8284.085,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2008,8504.444444,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2009,7960.783333,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2010,8725.551944,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2011,7754.555556,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2012,7850.602222,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2013,7719.393611,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2014,7371.222778,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2015,7719.777778,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2016,8118.422222,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2017,7986.427222,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2018,7989.304167,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2019,8012.66,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2020,7228.0325,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL03: Natural gas (in GCV),2021,7808.193889,,0: Zero,,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1960,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1961,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1962,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1963,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1964,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1965,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1966,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1967,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1968,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1969,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1970,291.802,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1971,586.152,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1972,3809.988,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1973,7619.976,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1974,10843.812,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1975,11723.04,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1976,11136.888,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1977,11429.964,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1978,13188.42,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1979,15239.952,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1980,15078.7602,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1981,12602.268,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1982,11429.964,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1983,10843.812,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1984,11723.04,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1985,12775.18284,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1986,12737.08296,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1987,13762.84896,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1988,14741.7228,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1989,16558.794,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1990,19426.752,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1991,20389.716,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1992,21227.076,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1993,22064.436,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1994,21989.91096,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1995,23906.628,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1996,26251.236,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1997,27155.5848,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1998,27436.93776,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),1999,28435.90824,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2000,28125.74,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2001,27997.841,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2002,28258.277,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2003,28673.979,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2004,29942.324,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2005,29338.037,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2006,30622.595,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2007,29822.706,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2008,30616,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2009,28658.82,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2010,31411.987,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2011,27916.4,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2012,28262.168,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2013,27789.817,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2014,26536.402,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2015,27791.2,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2016,29226.32,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2017,28751.138,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2018,28761.495,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2019,28845.576,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2020,26020.917,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL03: Natural gas (in GCV),2021,28109.498,,0: Zero,A01: Definitions: Terajoule,,,,SL03: GCV: Gross calorific value. Definitions: Natural gas,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1960,126,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1961,126,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1962,133,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1963,140,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1964,161,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1965,168,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1966,175,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1967,182,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1968,196,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1969,196,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1970,210,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1971,217,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1972,238,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1973,280,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1974,308,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1975,270,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1976,294,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1977,294,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1978,301,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1979,308,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1980,310.17,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1981,294,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1982,301,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1983,308,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1984,329,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1985,329.28,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1986,330.47,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1987,337.89,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1988,351.4,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1989,357.7,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1990,358,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1991,363,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1992,365,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1993,378,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1994,400,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1995,431,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1996,423,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1997,436,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1998,456,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,1999,473.77,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2000,496.566,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2001,502.369,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2002,507.799,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2003,531.49,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2004,549.522,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2005,529.03,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2006,568.608,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2007,575.559,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2008,567.27,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2009,525.578,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2010,566.894,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2011,557.54,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2012,536.198,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2013,532.997,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2014,531.586,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2015,535.181,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2016,547.487,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2017,549.723,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2018,555.349,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2019,550.039,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2020,526.183,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL04: Electric power,2021,549.686,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1960,11967.27,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1961,12292.91,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1962,11723.04,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1963,10815.9,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1964,11641.63,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL02: Derived gases,1965,12211.5,,0: Zero,,,,,,
