listing_no,price_chf,condition,displacement,year,brand,model,mileage_km,transmission,fuel,colour,last_edited,id,mfk,drive
17006,4600,NA,NA,2009,APRILIA,SL 750 Shiver,31000,Schaltgetriebe,Benzin,Grau,2022-08-11,42413195,yes,Hinterradantrieb
17007,7800,NA,NA,2015,KTM,1290 Super Duke R,71800,Schaltgetriebe,Benzin,Orange,2022-04-29,42413181,yes,Hinterradantrieb
17008,12990,NA,NA,2021,HONDA,CB 1000 RA,1429,Schaltgetriebe,Benzin,Schwarz,2022-03-01,42413162,yes,Hinterradantrieb
17009,8800,NA,NA,2011,TRIUMPH,Thunderbird 1600 ABS,40300,Schaltgetriebe,Benzin,Schwarz,2022-03-01,42413155,yes,Hinterradantrieb
17010,13795,NA,NA,2022,APRILIA,Tuareg 660 Evocative,5,Schaltgetriebe,Benzin,Mehrfarbig,2022-03-01,42413125,yes,Hinterradantrieb
17011,6150,NA,NA,2016,YAMAHA,Tracer 700 ABS,20600,Schaltgetriebe,Benzin,Blau,2022-03-01,42413120,yes,Hinterradantrieb
17012,4490,Neuwertig ,350,2018,BMW,310,18900,Schaltgetriebe,Benzin,Schwarz,2022-09-05,42411837,no,Hinterradantrieb
17013,5800,Neuwertig ,600,2017,KAWASAKI,Z650,11000,NA,NA,Schwarz,2022-08-30,39012673,no,NA
17014,6000,Geringe Gebrauchsspuren ,500,2005,HUSQVARNA,510 SM,9000,Schaltgetriebe,Benzin,Schwarz,2022-08-22,42405997,no,NA
17015,4600,Geringe Gebrauchsspuren ,125,2006,ADLY,ATK 125 R,8000,Automatik,Benzin,Rot,2022-09-05,42405547,yes,Kette
17016,1500,Geringe Gebrauchsspuren ,125,NA,SUZUKI,NA,34700,Schaltgetriebe,Benzin,Blau,2022-08-13,42405095,no,NA
17017,7890,Neu ,500,2022,BENELLI,502 C,0,Schaltgetriebe,Benzin,NA,2022-08-12,42402667,yes,Hinterradantrieb
17019,29000,Neuwertig ,500,1954,BMW,R51/3,82000,Schaltgetriebe,Benzin,Weiss,2022-08-21,22053679,yes,Antriebswelle / Kardanwelle
17020,7290,NA,NA,2021,HONDA,CB 300 Benda 300 V2,10,NA,NA,Rot,2022-02-28,42399833,yes,NA
17021,9990,NA,NA,2022,CF MOTO,700 CL-X Sport,4,Schaltgetriebe,Benzin,Grau,2022-06-08,42399817,yes,Hinterradantrieb
17022,9990,NA,NA,2022,CF MOTO,700 CL-X Sport,8,Schaltgetriebe,Benzin,Weiss,2022-06-08,42399816,yes,Hinterradantrieb
17023,25440,NA,NA,2022,BMW,S 1000 RR,500,Schaltgetriebe,Benzin,Weiss,2022-03-19,42399815,yes,Hinterradantrieb
17024,5200,Geringe Gebrauchsspuren ,900,2017,KAWASAKI,Z900,41069,Schaltgetriebe,Benzin,Schwarz,2022-08-16,42026308,no,Kette
17025,2999,Neuwertig ,500,NA,Mash,Five hundred,2621,Schaltgetriebe,Benzin,Rot,2022-08-17,42396969,no,Hinterradantrieb
17026,3500,Geringe Gebrauchsspuren ,750,1986,BMW,K75,78000,Schaltgetriebe,NA,Blau,2022-09-01,42227812,no,NA
17027,3699,Geringe Gebrauchsspuren ,125,NA,KAWASAKI,Z125,10980,NA,NA,Blau,2022-08-27,42139113,no,NA
17028,5000,Geringe Gebrauchsspuren ,1200,2005,BMW,rt 1200,49000,NA,Benzin,NA,2022-09-03,37002197,no,NA
17029,7000,Neuwertig ,900,2015,TRIUMPH,Bonneville T214,11131,Schaltgetriebe,Benzin,NA,2022-09-04,42393588,yes,NA
17030,15000,Neuwertig ,1000,2017,BMW,S1000 RR,5000,Schaltgetriebe,Benzin,Weiss,2022-08-30,42392579,no,Kette
17031,49990,Neu ,900,2021,KTM,RC 8C,1,Schaltgetriebe,Benzin,Orange,2022-08-23,42392069,no,NA
17033,2500,Geringe Gebrauchsspuren ,125,NA,PIAGGIO,Vespa GTS 125,35000,NA,NA,Rot,2022-08-10,42108999,no,NA
17035,12890,NA,NA,2022,DUCATI,SCRAMBLER 800 Urban Motard,2,Schaltgetriebe,Benzin,Rot,2022-05-14,42388244,yes,Hinterradantrieb
17036,15790,NA,NA,2022,DUCATI,SCRAMBLER 1100 Tribute Pro,1,Schaltgetriebe,NA,Gelb,2022-03-03,42388243,yes,Hinterradantrieb
17037,15190,NA,NA,2022,SUZUKI,GSX-S 1000,1,Schaltgetriebe,Benzin,Grau,2022-02-27,42388237,yes,Hinterradantrieb
17038,3890,NA,NA,2022,BENELLI,TNT 125,1,NA,Benzin,Weiss,2022-05-06,42388228,yes,NA
17039,7890,NA,NA,2022,BENELLI,502C,1,NA,Benzin,Schwarz,2022-05-06,42388226,yes,NA
17040,2900,NA,NA,2022,CF MOTO,"Forstanhänger, ATV Anhänger, Quad Anhänger",1,NA,NA,Grau,2022-06-12,42388225,yes,NA
17041,8990,NA,NA,2022,BENELLI,752S,1,NA,Benzin,Grün,2022-05-06,42388221,yes,NA
17042,7590,NA,NA,2022,BENELLI,TRK 502,1,NA,Benzin,Blau,2022-05-06,42388218,yes,NA
17043,9290,NA,NA,2022,BENELLI,Leoncino 800 trail,1,NA,Benzin,Grün,2022-05-06,42388216,yes,NA
17044,8990,NA,NA,2022,BENELLI,Leoncino 800,1,NA,Benzin,Grau,2022-05-06,42388214,yes,NA
17045,4190,NA,NA,2022,Brixton,Felsberg 125,1,Schaltgetriebe,Benzin,Grün,2022-03-02,42388213,yes,Hinterradantrieb
17046,4190,NA,NA,2022,BENELLI,Leoncino 125,1,NA,Benzin,Grün,2022-05-06,42388212,yes,NA
17047,7800,NA,NA,2022,BENELLI,TRK 502 X,1,NA,Benzin,Weiss,2022-08-11,42388209,yes,NA
17048,7900,NA,NA,2022,BENELLI,Leoncino 500,1,NA,Benzin,Grau,2022-08-11,42388200,yes,NA
17049,14200,NA,NA,2022,KAWASAKI,Ninja 1000 SX,2000,Schaltgetriebe,Benzin,Grün,2022-09-02,42388195,yes,Hinterradantrieb
17050,28500,NA,NA,2014,VICTORY,Hammer Sport,4911,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-05,42388188,no,Hinterradantrieb
17051,11990,NA,NA,2022,YAMAHA,Tenere 700,10,Schaltgetriebe,Benzin,Schwarz,2022-06-01,42388187,yes,Hinterradantrieb
17052,5540,NA,NA,2021,Mash,SCRAMBLER 400,18,Schaltgetriebe,Benzin,Bordeaux,2022-02-27,42388186,yes,Hinterradantrieb
17053,9540,NA,NA,2022,KAWASAKI,Versys 650,5,Schaltgetriebe,Benzin,Grün,2022-02-27,42388185,yes,Hinterradantrieb
17054,10490,NA,NA,2022,KAWASAKI,Ninja 650,10,Schaltgetriebe,Benzin,Grau,2022-02-27,42388184,yes,Hinterradantrieb
17055,4740,NA,NA,2022,MALAGUTI,Dune 125 X,5,Schaltgetriebe,Benzin,Schwarz,2022-03-04,42388181,yes,Hinterradantrieb
17056,24500,NA,NA,2003,HARLEY-DAVIDSON,FXSTD Deuce,11500,Schaltgetriebe,Benzin,Schwarz,2022-02-27,42388180,no,Hinterradantrieb
17057,5040,NA,NA,2022,MALAGUTI,Dune 125,5,Schaltgetriebe,Benzin,Grau,2022-02-27,42388179,yes,Hinterradantrieb
17058,3895,NA,NA,2022,SYM,NH-X 125,15,Schaltgetriebe,Benzin,Schwarz,2022-02-27,42388178,yes,Hinterradantrieb
17059,3895,NA,NA,2022,SYM,NH-X 125,15,Schaltgetriebe,Benzin,Grau,2022-02-27,42388177,yes,Hinterradantrieb
17060,5040,NA,NA,2022,MALAGUTI,Dune 125,5,Schaltgetriebe,Benzin,Weiss,2022-02-27,42388176,yes,Hinterradantrieb
17061,4790,NA,NA,2022,NA,GP ONE 125 ABS,1,Schaltgetriebe,NA,Schwarz,2022-03-03,42388175,yes,NA
17062,8925,NA,NA,2022,SUZUKI,DL 650 XT,146,Schaltgetriebe,Benzin,Schwarz,2022-08-07,42388168,yes,Hinterradantrieb
17063,15900,NA,NA,2022,Royal Enfield,Interceptor 650  Custom,5,Schaltgetriebe,Benzin,Grau,2022-02-27,42388167,yes,Hinterradantrieb
17064,9195,NA,NA,2022,SUZUKI,DL 650 XT,1,Schaltgetriebe,Benzin,Schwarz,2022-08-07,42388166,yes,Hinterradantrieb
17065,11745,NA,NA,2022,SUZUKI,GSX-S 950 (35kW),123,Schaltgetriebe,Benzin,Schwarz,2022-08-07,42388165,yes,Hinterradantrieb
17066,42500,NA,NA,2021,APRILIA,Tuono X,500,Schaltgetriebe,Benzin,Schwarz,2022-02-27,42388164,yes,NA
17067,12495,NA,NA,2022,SUZUKI,GSX-S 950 (35kW),1,Schaltgetriebe,Benzin,Schwarz,2022-08-07,42388163,yes,Hinterradantrieb
17068,7990,NA,NA,2022,CF MOTO,650 NK (35kW),5,Schaltgetriebe,Benzin,Blau,2022-06-09,42388159,yes,Hinterradantrieb
17069,10800,NA,NA,2021,YAMAHA,XSR 900 80 Black,1100,Schaltgetriebe,Benzin,Schwarz,2022-06-18,42388157,yes,Hinterradantrieb
17070,17275,NA,NA,2020,DUCATI,Multistrada 1260 S,22000,Schaltgetriebe,Benzin,Rot,2022-08-31,42388156,yes,Hinterradantrieb
17071,5300,NA,NA,2009,YAMAHA,XJ 6 N,18954,Schaltgetriebe,Benzin,Gelb,2022-07-08,42388152,no,Hinterradantrieb
17072,4500,Geringe Gebrauchsspuren ,1300,2003,YAMAHA,FJR1300A,59147,NA,Benzin,Grau,2022-08-19,42384304,no,NA
17073,6990,Geringe Gebrauchsspuren ,600,NA,KAWASAKI,Ninja 650,16900,NA,NA,NA,2022-08-31,42381275,no,NA
17075,6000,Neuwertig ,1200,2006,HARLEY-DAVIDSON,XL 1200 R,22693,Schaltgetriebe,Benzin,Rot,2022-08-13,42380021,yes,Hinterradantrieb
17076,8000,Neu ,750,2012,NA,Huisun 700cm3,4600,Automatik,Benzin,Weiss,2022-08-22,42379971,no,Antriebswelle / Kardanwelle
17078,18210,Neu ,750,2022,ZERO MOTORCYCLES,DS - 14.4 - 69 PS,19,Automatik,Elektrisch (Plug-in),NA,2022-09-05,36476349,yes,Riemen / Zahnriemen
17079,4850,Geringe Gebrauchsspuren ,1100,1988,SUZUKI,GSX-R 1100,41550,NA,NA,NA,2022-08-29,42378083,yes,NA
17080,14490,Neu ,800,2022,CF MOTO,MT800,3,Schaltgetriebe,NA,Blau,2022-09-05,42148225,yes,Hinterradantrieb
17081,7300,NA,NA,2022,SUZUKI,SV 650 A,1,NA,Benzin,Schwarz,2022-02-26,42377097,yes,NA
17082,3690,NA,NA,2021,Mash,SEVENTY,30,Schaltgetriebe,Benzin,Schwarz,2022-06-08,42377090,yes,Hinterradantrieb
17083,25500,NA,NA,2015,HARLEY-DAVIDSON,VRSCF V-Rod Muscle ABS,26500,Schaltgetriebe,Benzin,Schwarz,2022-02-26,42377086,yes,Hinterradantrieb
17084,13900,NA,NA,2022,SUZUKI,GSX-S 1000 MY 2022,1,Schaltgetriebe,Benzin,Grau,2022-05-22,42377083,yes,Hinterradantrieb
17085,4350,NA,NA,2022,HONDA,MSX 125,1,Schaltgetriebe,Benzin,Gelb,2022-04-05,42377080,yes,Hinterradantrieb
17086,8250,NA,NA,2022,HONDA,CB 500 X,1,Schaltgetriebe,Benzin,Rot,2022-04-05,42377076,yes,Hinterradantrieb
17087,8250,NA,NA,2022,HONDA,CB 500 X,1,Schaltgetriebe,Benzin,Grün,2022-04-05,42377075,yes,Hinterradantrieb
17088,8250,NA,NA,2022,HONDA,CB 500 X,1,Schaltgetriebe,Benzin,Schwarz,2022-04-05,42377074,yes,Hinterradantrieb
17089,16900,NA,NA,2022,KAWASAKI,Z 900,1,Schaltgetriebe,Benzin,Schwarz,2022-05-29,42377073,yes,Hinterradantrieb
17090,8850,NA,NA,2022,HONDA,CMX500 SE Rebel S Edition,1,Schaltgetriebe,Benzin,Schwarz,2022-04-05,42377071,yes,Hinterradantrieb
17091,8590,NA,NA,2022,HONDA,CMX500 Rebel,1,Schaltgetriebe,Benzin,Grün,2022-04-05,42377070,yes,Hinterradantrieb
17092,8890,NA,NA,2022,KAWASAKI,Ninja 650,1,Schaltgetriebe,Benzin,Grün,2022-02-26,42377056,yes,Hinterradantrieb
17093,12650,NA,NA,2022,HONDA,CMX 1100 DCTRebel,1,Automatik,Benzin,Braun,2022-04-05,42377055,yes,Hinterradantrieb
17094,11490,NA,NA,2022,HONDA,CMX 1100 Rebel,1,Schaltgetriebe,Benzin,Braun,2022-04-05,42377054,yes,Hinterradantrieb
17095,10990,NA,NA,2022,NA,XE 125 Competition Supermoto,1,NA,Benzin,Weiss,2022-03-02,42377048,yes,NA
17096,10590,NA,NA,2022,HONDA,CBR 650 R,1,Schaltgetriebe,Benzin,Schwarz,2022-04-05,42377039,yes,Hinterradantrieb
17097,10590,NA,NA,2022,HONDA,CBR 650 R,1,Schaltgetriebe,Benzin,Rot,2022-04-05,42377038,yes,Hinterradantrieb
17098,7950,NA,NA,2022,HONDA,CBR 500 R (35kW),1,Schaltgetriebe,Benzin,Rot,2022-08-17,42377037,yes,Hinterradantrieb
17099,7950,NA,NA,2022,HONDA,CBR 500 R (35kW),1,Schaltgetriebe,Benzin,Schwarz,2022-08-17,42377036,yes,Hinterradantrieb
17100,15900,NA,NA,2022,TRIUMPH,Bonneville T120 Black,1,Schaltgetriebe,Benzin,Schwarz,2022-02-26,42377034,yes,Hinterradantrieb
17101,7690,NA,NA,2022,HONDA,CB 500 F,1,Schaltgetriebe,Benzin,Schwarz,2022-04-05,42377032,yes,Hinterradantrieb
17102,7690,NA,NA,2022,HONDA,CB 500 F,1,Schaltgetriebe,Benzin,Grau,2022-04-05,42377031,yes,Hinterradantrieb
17103,7690,NA,NA,2022,HONDA,CB 500 F,1,Schaltgetriebe,Benzin,Rot,2022-04-05,42377030,yes,Hinterradantrieb
17104,7690,NA,NA,2022,HONDA,CB 500 F,1,Schaltgetriebe,Benzin,Gelb,2022-04-05,42377029,yes,Hinterradantrieb
17105,12990,NA,NA,2022,YAMAHA,MT-09 SP,1,Schaltgetriebe,Benzin,Silber,2022-06-01,42377022,yes,Hinterradantrieb
17106,4900,NA,NA,2006,BMW,E 650 G,24300,NA,Benzin,Schwarz,2022-02-26,42377019,no,NA
17107,19700,NA,NA,2022,HARLEY-DAVIDSON,RA Pan America 1250,10,Schaltgetriebe,Benzin,Schwarz,2022-02-26,42377015,yes,Hinterradantrieb
17108,4290,NA,NA,2022,Brixton,Felsberg 125,1,Schaltgetriebe,Benzin,Silber,2022-03-02,42377005,yes,Hinterradantrieb
17109,9500,NA,NA,2017,TRIUMPH,Bonneville T120 ABS,19900,Schaltgetriebe,Benzin,Schwarz,2022-08-27,42377002,yes,Hinterradantrieb
17110,4490,NA,NA,2022,MONDIAL,SMX 125,1,Schaltgetriebe,Benzin,Rot,2022-02-26,42376996,yes,Hinterradantrieb
17111,6790,NA,NA,2021,Mash,DIRT TRACK 650,5,Schaltgetriebe,Benzin,Grau,2022-02-26,42376993,yes,Hinterradantrieb
17112,5990,NA,NA,2011,KAWASAKI,Z 750 R ABS Akropovic,13400,Schaltgetriebe,Benzin,Grün,2022-08-09,42376991,no,Hinterradantrieb
17113,2990,NA,NA,2022,Brixton,Crossfire 125 XS,1,Schaltgetriebe,Benzin,Grün,2022-03-02,42376987,yes,Hinterradantrieb
17114,13500,NA,NA,2016,DUCATI,Panigale 959,3300,Schaltgetriebe,Benzin,Rot,2022-02-26,42376979,no,Hinterradantrieb
17115,4490,NA,NA,2022,NA,ZT 125,5,Schaltgetriebe,Benzin,Gelb,2022-02-26,42376977,yes,Hinterradantrieb
17116,6000,NA,NA,2011,BMW,F 650 GS ABS (safetyedition),21300,Schaltgetriebe,Benzin,Grau,2022-02-26,42376976,yes,Hinterradantrieb
17117,15990,NA,NA,2022,MOTO GUZZI,V85 TT,1,Schaltgetriebe,Benzin,Schwarz,2022-02-26,42376968,yes,Hinterradantrieb
17118,19690,NA,NA,2022,DUCATI,MULTISTRADA V2 S Travel,1,Schaltgetriebe,NA,Rot,2022-03-03,42376955,yes,Hinterradantrieb
17119,8490,NA,NA,1974,HONDA,CB 500 Four,44000,NA,Benzin,Blau,2022-03-02,42376937,yes,NA
17120,26680,NA,NA,2022,Energica,Eva EsseEsse 9+ RS EMCE,4100,NA,Elektrisch (Plug-in),Schwarz,2022-08-27,42363917,yes,Hinterradantrieb
17121,9400,NA,NA,2022,KAWASAKI,Z 650 RS,5,Schaltgetriebe,Benzin,Grau,2022-02-25,42363915,yes,Hinterradantrieb
17122,11790,NA,NA,2022,KAWASAKI,Z 900 (70kW),5,Schaltgetriebe,Benzin,Grün,2022-02-25,42363914,yes,Hinterradantrieb
17123,11140,NA,NA,2022,KAWASAKI,Z 900,5,Schaltgetriebe,Benzin,Schwarz,2022-02-25,42363913,yes,Hinterradantrieb
17124,8400,NA,NA,2022,KAWASAKI,Z 650,5,Schaltgetriebe,Benzin,Schwarz,2022-02-25,42363912,yes,Hinterradantrieb
17125,8400,NA,NA,2022,KAWASAKI,Z 650,5,Schaltgetriebe,Benzin,Weiss,2022-02-25,42363911,yes,Hinterradantrieb
17126,9450,NA,NA,2022,KAWASAKI,Ninja 650,5,Schaltgetriebe,Benzin,Grün,2022-02-25,42363910,yes,Hinterradantrieb
17127,8940,NA,NA,2022,KAWASAKI,Ninja 650,5,Schaltgetriebe,Benzin,Anthrazit,2022-02-25,42363909,yes,Hinterradantrieb
17128,6490,NA,NA,2021,Mash,SIX HUNDRED,5,Schaltgetriebe,Benzin,Grün,2022-02-25,42363893,yes,Hinterradantrieb
17129,9950,NA,NA,2009,BUELL,1125 CR,23700,Schaltgetriebe,Benzin,Rot,2022-02-25,42363883,yes,Hinterradantrieb
17130,2950,NA,NA,1992,HONDA,VT 600 C M/N Shadow,21400,Schaltgetriebe,Benzin,Braun,2022-02-25,42363881,no,Hinterradantrieb
17131,6790,NA,NA,2021,Mash,X-RIDE 650,5,NA,Benzin,Weiss,2022-02-25,42363875,yes,NA
17132,12990,NA,NA,2022,YAMAHA,MT-09 SP ABS,1,NA,Benzin,Grau,2022-06-05,42363872,yes,NA
17133,5240,NA,NA,2021,HYOSUNG,Aquila GV 125,5,Schaltgetriebe,Benzin,Anthrazit,2022-02-25,42363868,yes,Hinterradantrieb
17134,9790,NA,NA,2022,DUCATI,Scrambler 800 Icon,1,Schaltgetriebe,Benzin,Gelb,2022-07-01,42363860,yes,Hinterradantrieb
17135,4990,NA,NA,2022,HONDA,Z 125 Monkey,1,Schaltgetriebe,Benzin,Rot,2022-09-02,42363851,yes,Hinterradantrieb
17136,29500,NA,NA,2015,HARLEY-DAVIDSON,FXS Blackline ABS,6550,Schaltgetriebe,Benzin,Grau,2022-02-25,42363850,yes,Hinterradantrieb
17137,4290,NA,NA,2019,BMW,G 310 GS ABS,19000,Schaltgetriebe,Benzin,Blau,2022-05-15,42363842,no,Hinterradantrieb
17138,19990,NA,NA,2020,DUCATI,Diavel 1260,21900,Schaltgetriebe,Benzin,Schwarz,2022-02-25,42363835,yes,Hinterradantrieb
17139,6354,NA,NA,2022,BETA,RR 125-4T LC Enduro,5,Schaltgetriebe,Benzin,Weiss,2022-02-25,42363829,yes,Hinterradantrieb
17140,11990,NA,NA,2022,YAMAHA,Tenere 700,1,Schaltgetriebe,Benzin,Blau,2022-06-02,42363827,yes,Hinterradantrieb
17141,6290,NA,NA,2015,HONDA,VFR 800 F ABS,33720,Schaltgetriebe,Benzin,Schwarz,2022-07-06,42363824,yes,Hinterradantrieb
17142,8190,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Grau,2022-06-02,42363817,yes,Hinterradantrieb
17143,13900,NA,NA,2020,CAN-AM,Ryker Ace 900,1900,Automatik,Benzin,Orange,2022-08-10,42363815,yes,Hinterradantrieb
17144,12500,NA,NA,2018,HARLEY-DAVIDSON,XL 1200 NS Iron ABS,7412,Schaltgetriebe,Benzin,Weiss,2022-03-25,42363779,no,Hinterradantrieb
17145,12490,NA,NA,2017,HARLEY-DAVIDSON,XL 1200 X Forty Eight ABS,2407,Schaltgetriebe,Benzin,Gelb,2022-05-14,42363776,no,Hinterradantrieb
17146,3290,Neu ,125,NA,Mash,Seventy,5,Schaltgetriebe,Benzin,Orange,2022-08-27,42355640,no,NA
17148,600,Geringe Gebrauchsspuren ,125,1981,HONDA,CB,17000,NA,NA,NA,2022-08-19,42192250,no,NA
17149,5100,NA,NA,2012,KTM,690 Duke ABS,6812,Schaltgetriebe,Benzin,Schwarz,2022-06-30,42350377,yes,Hinterradantrieb
17150,21990,NA,NA,2022,YAMAHA,YZF-R1 ABS,5,Schaltgetriebe,Benzin,Schwarz,2022-06-23,42350350,yes,Hinterradantrieb
