LAU1,Canton,LAU2,Commune,Type,kW
4,Mersch,410,Nommern,Installation photovoltaïque,15.65
4,Mersch,410,Nommern,Installation photovoltaïque,17.42
4,Mersch,410,Nommern,Installation photovoltaïque,18
4,Mersch,410,Nommern,Installation photovoltaïque,19.14
4,Mersch,410,Nommern,Installation photovoltaïque,19.5
4,Mersch,410,Nommern,Installation photovoltaïque,20
4,Mersch,410,Nommern,Installation photovoltaïque,20
4,Mersch,410,Nommern,Installation photovoltaïque,21.76
4,Mersch,410,Nommern,Installation photovoltaïque,23.03
4,Mersch,410,Nommern,Installation photovoltaïque,23.4
4,Mersch,410,Nommern,Installation photovoltaïque,23.46
4,Mersch,410,Nommern,Installation photovoltaïque,27
4,Mersch,410,Nommern,Installation photovoltaïque,27.5
4,Mersch,410,Nommern,Installation photovoltaïque,28.75
4,Mersch,410,Nommern,Installation photovoltaïque,29.1
4,Mersch,410,Nommern,Installation photovoltaïque,29.5
4,Mersch,410,Nommern,Installation photovoltaïque,29.64
4,Mersch,410,Nommern,Installation photovoltaïque,29.7
4,Mersch,410,Nommern,Installation photovoltaïque,29.7
4,Mersch,410,Nommern,Installation photovoltaïque,29.7
4,Mersch,410,Nommern,Installation photovoltaïque,29.7
4,Mersch,410,Nommern,Installation photovoltaïque,29.9
4,Mersch,410,Nommern,Installation photovoltaïque,29.9
4,Mersch,410,Nommern,Installation photovoltaïque,29.92
4,Mersch,410,Nommern,Installation photovoltaïque,29.95
4,Mersch,410,Nommern,Installation photovoltaïque,29.98
4,Mersch,410,Nommern,Installation photovoltaïque,29.98
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,30
4,Mersch,410,Nommern,Installation photovoltaïque,32
4,Mersch,410,Nommern,Installation photovoltaïque,32
4,Mersch,410,Nommern,Installation photovoltaïque,32
4,Mersch,410,Nommern,Installation photovoltaïque,32
4,Mersch,410,Nommern,Installation photovoltaïque,36
4,Mersch,410,Nommern,Installation photovoltaïque,48
4,Mersch,410,Nommern,Installation photovoltaïque,58.5
4,Mersch,410,Nommern,Installation photovoltaïque,70
4,Mersch,410,Nommern,Installation photovoltaïque,75.24
4,Mersch,410,Nommern,Installation photovoltaïque,95.2
4,Mersch,410,Nommern,Installation photovoltaïque,95.2
4,Mersch,410,Nommern,Installation photovoltaïque,100
4,Mersch,410,Nommern,Installation photovoltaïque,250
4,Mersch,410,Nommern,Installation photovoltaïque,499.8
4,Mersch,410,Nommern,Installation photovoltaïque,499.8
4,Mersch,410,Nommern,Installation photovoltaïque,560
4,Mersch,410,Nommern,Installation photovoltaïque,619
5,Clervaux,501,Clervaux,Centrale à Biogaz,130
5,Clervaux,501,Clervaux,Centrale à Biogaz,148
5,Clervaux,501,Clervaux,Cogénération,5.3
5,Clervaux,501,Clervaux,Eolienne,2300
5,Clervaux,501,Clervaux,Eolienne,2350
5,Clervaux,501,Clervaux,Eolienne,2350
5,Clervaux,501,Clervaux,Eolienne,3000
5,Clervaux,501,Clervaux,Eolienne,3000
5,Clervaux,501,Clervaux,Installation photovoltaïque,1.68
5,Clervaux,501,Clervaux,Installation photovoltaïque,2.72
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.4
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.48
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.85
5,Clervaux,501,Clervaux,Installation photovoltaïque,3.91
5,Clervaux,501,Clervaux,Installation photovoltaïque,4
5,Clervaux,501,Clervaux,Installation photovoltaïque,4.08
5,Clervaux,501,Clervaux,Installation photovoltaïque,4.32
5,Clervaux,501,Clervaux,Installation photovoltaïque,4.32
5,Clervaux,501,Clervaux,Installation photovoltaïque,4.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,4.96
5,Clervaux,501,Clervaux,Installation photovoltaïque,5
5,Clervaux,501,Clervaux,Installation photovoltaïque,5
5,Clervaux,501,Clervaux,Installation photovoltaïque,5.13
5,Clervaux,501,Clervaux,Installation photovoltaïque,5.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,5.57
5,Clervaux,501,Clervaux,Installation photovoltaïque,6
5,Clervaux,501,Clervaux,Installation photovoltaïque,6
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.07
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.12
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.39
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.48
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.71
5,Clervaux,501,Clervaux,Installation photovoltaïque,6.86
5,Clervaux,501,Clervaux,Installation photovoltaïque,7
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.04
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.36
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.56
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.84
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.88
5,Clervaux,501,Clervaux,Installation photovoltaïque,7.99
5,Clervaux,501,Clervaux,Installation photovoltaïque,8
5,Clervaux,501,Clervaux,Installation photovoltaïque,8
5,Clervaux,501,Clervaux,Installation photovoltaïque,8
5,Clervaux,501,Clervaux,Installation photovoltaïque,8
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.16
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.4
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.62
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.82
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.91
5,Clervaux,501,Clervaux,Installation photovoltaïque,8.96
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.05
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.1
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.36
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.52
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.56
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.57
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.62
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.75
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.88
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.92
5,Clervaux,501,Clervaux,Installation photovoltaïque,9.92
5,Clervaux,501,Clervaux,Installation photovoltaïque,10
5,Clervaux,501,Clervaux,Installation photovoltaïque,10
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.14
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.16
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.39
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.53
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,10.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,11
5,Clervaux,501,Clervaux,Installation photovoltaïque,11.1
5,Clervaux,501,Clervaux,Installation photovoltaïque,11.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,11.25
5,Clervaux,501,Clervaux,Installation photovoltaïque,11.48
5,Clervaux,501,Clervaux,Installation photovoltaïque,11.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,12
5,Clervaux,501,Clervaux,Installation photovoltaïque,12
5,Clervaux,501,Clervaux,Installation photovoltaïque,12
5,Clervaux,501,Clervaux,Installation photovoltaïque,12.24
5,Clervaux,501,Clervaux,Installation photovoltaïque,12.68
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.07
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.4
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.97
5,Clervaux,501,Clervaux,Installation photovoltaïque,13.97
5,Clervaux,501,Clervaux,Installation photovoltaïque,14.08
5,Clervaux,501,Clervaux,Installation photovoltaïque,14.4
5,Clervaux,501,Clervaux,Installation photovoltaïque,14.49
5,Clervaux,501,Clervaux,Installation photovoltaïque,15
5,Clervaux,501,Clervaux,Installation photovoltaïque,15.12
5,Clervaux,501,Clervaux,Installation photovoltaïque,15.54
5,Clervaux,501,Clervaux,Installation photovoltaïque,15.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,15.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,16
5,Clervaux,501,Clervaux,Installation photovoltaïque,16
5,Clervaux,501,Clervaux,Installation photovoltaïque,16
5,Clervaux,501,Clervaux,Installation photovoltaïque,16
5,Clervaux,501,Clervaux,Installation photovoltaïque,16.12
5,Clervaux,501,Clervaux,Installation photovoltaïque,16.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,16.34
5,Clervaux,501,Clervaux,Installation photovoltaïque,16.77
5,Clervaux,501,Clervaux,Installation photovoltaïque,16.83
5,Clervaux,501,Clervaux,Installation photovoltaïque,17
5,Clervaux,501,Clervaux,Installation photovoltaïque,17.28
5,Clervaux,501,Clervaux,Installation photovoltaïque,17.28
5,Clervaux,501,Clervaux,Installation photovoltaïque,17.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,18.63
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.53
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.75
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,19.89
5,Clervaux,501,Clervaux,Installation photovoltaïque,20
5,Clervaux,501,Clervaux,Installation photovoltaïque,20
5,Clervaux,501,Clervaux,Installation photovoltaïque,20.25
5,Clervaux,501,Clervaux,Installation photovoltaïque,20.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,21
5,Clervaux,501,Clervaux,Installation photovoltaïque,21.05
5,Clervaux,501,Clervaux,Installation photovoltaïque,21.78
5,Clervaux,501,Clervaux,Installation photovoltaïque,22
5,Clervaux,501,Clervaux,Installation photovoltaïque,22
5,Clervaux,501,Clervaux,Installation photovoltaïque,23.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,23.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,23.92
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24
5,Clervaux,501,Clervaux,Installation photovoltaïque,24.65
5,Clervaux,501,Clervaux,Installation photovoltaïque,25
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.52
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.64
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.88
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.98
5,Clervaux,501,Clervaux,Installation photovoltaïque,26.98
5,Clervaux,501,Clervaux,Installation photovoltaïque,27
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.54
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.84
5,Clervaux,501,Clervaux,Installation photovoltaïque,27.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,28
5,Clervaux,501,Clervaux,Installation photovoltaïque,28
5,Clervaux,501,Clervaux,Installation photovoltaïque,28
5,Clervaux,501,Clervaux,Installation photovoltaïque,28.5
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.04
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.21
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.4
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.44
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.6
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.64
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.64
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.64
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.7
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.75
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.76
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.77
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.77
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.84
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.84
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.85
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.88
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.89
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.89
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.9
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.92
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.95
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.95
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.95
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.95
5,Clervaux,501,Clervaux,Installation photovoltaïque,29.97
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30
5,Clervaux,501,Clervaux,Installation photovoltaïque,30.25
5,Clervaux,501,Clervaux,Installation photovoltaïque,32
5,Clervaux,501,Clervaux,Installation photovoltaïque,43.56
5,Clervaux,501,Clervaux,Installation photovoltaïque,43.56
5,Clervaux,501,Clervaux,Installation photovoltaïque,48
5,Clervaux,501,Clervaux,Installation photovoltaïque,50
5,Clervaux,501,Clervaux,Installation photovoltaïque,58
5,Clervaux,501,Clervaux,Installation photovoltaïque,64
5,Clervaux,501,Clervaux,Installation photovoltaïque,68.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,68.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,70
5,Clervaux,501,Clervaux,Installation photovoltaïque,83.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,92.62
5,Clervaux,501,Clervaux,Installation photovoltaïque,99
5,Clervaux,501,Clervaux,Installation photovoltaïque,99
5,Clervaux,501,Clervaux,Installation photovoltaïque,99.45
5,Clervaux,501,Clervaux,Installation photovoltaïque,99.45
5,Clervaux,501,Clervaux,Installation photovoltaïque,100
5,Clervaux,501,Clervaux,Installation photovoltaïque,127.72
5,Clervaux,501,Clervaux,Installation photovoltaïque,130
5,Clervaux,501,Clervaux,Installation photovoltaïque,143
5,Clervaux,501,Clervaux,Installation photovoltaïque,150
5,Clervaux,501,Clervaux,Installation photovoltaïque,163.15
5,Clervaux,501,Clervaux,Installation photovoltaïque,165.1
5,Clervaux,501,Clervaux,Installation photovoltaïque,170
5,Clervaux,501,Clervaux,Installation photovoltaïque,174
5,Clervaux,501,Clervaux,Installation photovoltaïque,176.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,187.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,199.71
5,Clervaux,501,Clervaux,Installation photovoltaïque,199.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,199.81
5,Clervaux,501,Clervaux,Installation photovoltaïque,200
5,Clervaux,501,Clervaux,Installation photovoltaïque,200
5,Clervaux,501,Clervaux,Installation photovoltaïque,268.45
5,Clervaux,501,Clervaux,Installation photovoltaïque,332.8
5,Clervaux,501,Clervaux,Installation photovoltaïque,370
5,Clervaux,501,Clervaux,Installation photovoltaïque,393.2
5,Clervaux,501,Clervaux,Installation photovoltaïque,420
5,Clervaux,501,Clervaux,Installation photovoltaïque,490
5,Clervaux,501,Clervaux,Installation photovoltaïque,505
5,Clervaux,501,Clervaux,Installation photovoltaïque,676
5,Clervaux,501,Clervaux,Installation photovoltaïque,1360.8
5,Clervaux,502,Wincrange,Centrale à Biogaz,39
5,Clervaux,502,Wincrange,Cogénération,5.5
5,Clervaux,502,Wincrange,Cogénération,335
5,Clervaux,502,Wincrange,Eolienne,500
5,Clervaux,502,Wincrange,Eolienne,800
5,Clervaux,502,Wincrange,Eolienne,800
5,Clervaux,502,Wincrange,Eolienne,1000
5,Clervaux,502,Wincrange,Eolienne,1200
5,Clervaux,502,Wincrange,Eolienne,2950
5,Clervaux,502,Wincrange,Eolienne,6000
5,Clervaux,502,Wincrange,Eolienne,9900
5,Clervaux,502,Wincrange,Eolienne,13200
5,Clervaux,502,Wincrange,Eolienne,15000
5,Clervaux,502,Wincrange,Installation hydroélectrique,22
5,Clervaux,502,Wincrange,Installation photovoltaïque,1.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,1.7
5,Clervaux,502,Wincrange,Installation photovoltaïque,2.88
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.64
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.71
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.71
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.82
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.9
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.9
5,Clervaux,502,Wincrange,Installation photovoltaïque,3.96
5,Clervaux,502,Wincrange,Installation photovoltaïque,4
5,Clervaux,502,Wincrange,Installation photovoltaïque,4
5,Clervaux,502,Wincrange,Installation photovoltaïque,4
5,Clervaux,502,Wincrange,Installation photovoltaïque,4
5,Clervaux,502,Wincrange,Installation photovoltaïque,4
5,Clervaux,502,Wincrange,Installation photovoltaïque,4.08
5,Clervaux,502,Wincrange,Installation photovoltaïque,4.2
5,Clervaux,502,Wincrange,Installation photovoltaïque,4.8
5,Clervaux,502,Wincrange,Installation photovoltaïque,4.96
5,Clervaux,502,Wincrange,Installation photovoltaïque,5.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,5.53
5,Clervaux,502,Wincrange,Installation photovoltaïque,5.92
5,Clervaux,502,Wincrange,Installation photovoltaïque,6
5,Clervaux,502,Wincrange,Installation photovoltaïque,6
5,Clervaux,502,Wincrange,Installation photovoltaïque,6
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.46
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.58
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.66
5,Clervaux,502,Wincrange,Installation photovoltaïque,6.9
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.05
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.2
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.25
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.37
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.68
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.7
5,Clervaux,502,Wincrange,Installation photovoltaïque,7.8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.04
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.06
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.14
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.27
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.32
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.38
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.7
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.75
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.8
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.91
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.91
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.91
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.91
5,Clervaux,502,Wincrange,Installation photovoltaïque,8.91
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.2
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.36
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.48
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.6
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.62
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.76
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.8
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.9
5,Clervaux,502,Wincrange,Installation photovoltaïque,9.9
5,Clervaux,502,Wincrange,Installation photovoltaïque,10
5,Clervaux,502,Wincrange,Installation photovoltaïque,10
5,Clervaux,502,Wincrange,Installation photovoltaïque,10
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.05
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.05
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.2
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.56
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.72
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.92
5,Clervaux,502,Wincrange,Installation photovoltaïque,10.92
5,Clervaux,502,Wincrange,Installation photovoltaïque,11
5,Clervaux,502,Wincrange,Installation photovoltaïque,11.7
5,Clervaux,502,Wincrange,Installation photovoltaïque,12
5,Clervaux,502,Wincrange,Installation photovoltaïque,12
5,Clervaux,502,Wincrange,Installation photovoltaïque,12
5,Clervaux,502,Wincrange,Installation photovoltaïque,12
5,Clervaux,502,Wincrange,Installation photovoltaïque,12.27
5,Clervaux,502,Wincrange,Installation photovoltaïque,12.48
5,Clervaux,502,Wincrange,Installation photovoltaïque,13.3
5,Clervaux,502,Wincrange,Installation photovoltaïque,13.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,14
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.4
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.5
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.6
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.62
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.75
5,Clervaux,502,Wincrange,Installation photovoltaïque,14.9
