LAU1,Canton,LAU2,Commune,Type,kW
3,Luxembourg,301,Bertrange,Installation photovoltaïque,11.4
3,Luxembourg,301,Bertrange,Installation photovoltaïque,12.75
3,Luxembourg,301,Bertrange,Installation photovoltaïque,12.87
3,Luxembourg,301,Bertrange,Installation photovoltaïque,12.96
3,Luxembourg,301,Bertrange,Installation photovoltaïque,12.99
3,Luxembourg,301,Bertrange,Installation photovoltaïque,12.99
3,Luxembourg,301,Bertrange,Installation photovoltaïque,13.95
3,Luxembourg,301,Bertrange,Installation photovoltaïque,14.04
3,Luxembourg,301,Bertrange,Installation photovoltaïque,14.56
3,Luxembourg,301,Bertrange,Installation photovoltaïque,14.58
3,Luxembourg,301,Bertrange,Installation photovoltaïque,18.65
3,Luxembourg,301,Bertrange,Installation photovoltaïque,18.98
3,Luxembourg,301,Bertrange,Installation photovoltaïque,19.08
3,Luxembourg,301,Bertrange,Installation photovoltaïque,19.2
3,Luxembourg,301,Bertrange,Installation photovoltaïque,22.26
3,Luxembourg,301,Bertrange,Installation photovoltaïque,23.07
3,Luxembourg,301,Bertrange,Installation photovoltaïque,23.95
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24.38
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24.38
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24.39
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24.91
3,Luxembourg,301,Bertrange,Installation photovoltaïque,24.91
3,Luxembourg,301,Bertrange,Installation photovoltaïque,25.44
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.4
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.48
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.52
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.54
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.64
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.68
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.7
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.89
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.9
3,Luxembourg,301,Bertrange,Installation photovoltaïque,29.95
3,Luxembourg,301,Bertrange,Installation photovoltaïque,30
3,Luxembourg,301,Bertrange,Installation photovoltaïque,53.2
3,Luxembourg,301,Bertrange,Installation photovoltaïque,172
3,Luxembourg,301,Bertrange,Installation photovoltaïque,336
3,Luxembourg,301,Bertrange,Installation photovoltaïque,349.1
3,Luxembourg,302,Contern,Installation photovoltaïque,2.08
3,Luxembourg,302,Contern,Installation photovoltaïque,2.88
3,Luxembourg,302,Contern,Installation photovoltaïque,3.06
3,Luxembourg,302,Contern,Installation photovoltaïque,3.74
3,Luxembourg,302,Contern,Installation photovoltaïque,3.82
3,Luxembourg,302,Contern,Installation photovoltaïque,3.84
3,Luxembourg,302,Contern,Installation photovoltaïque,3.85
3,Luxembourg,302,Contern,Installation photovoltaïque,3.96
3,Luxembourg,302,Contern,Installation photovoltaïque,3.96
3,Luxembourg,302,Contern,Installation photovoltaïque,3.96
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4
3,Luxembourg,302,Contern,Installation photovoltaïque,4.2
3,Luxembourg,302,Contern,Installation photovoltaïque,4.2
3,Luxembourg,302,Contern,Installation photovoltaïque,4.6
3,Luxembourg,302,Contern,Installation photovoltaïque,4.8
3,Luxembourg,302,Contern,Installation photovoltaïque,5.4
3,Luxembourg,302,Contern,Installation photovoltaïque,5.5
3,Luxembourg,302,Contern,Installation photovoltaïque,5.5
3,Luxembourg,302,Contern,Installation photovoltaïque,5.6
3,Luxembourg,302,Contern,Installation photovoltaïque,5.7
3,Luxembourg,302,Contern,Installation photovoltaïque,5.7
3,Luxembourg,302,Contern,Installation photovoltaïque,5.76
3,Luxembourg,302,Contern,Installation photovoltaïque,5.94
3,Luxembourg,302,Contern,Installation photovoltaïque,5.98
3,Luxembourg,302,Contern,Installation photovoltaïque,6
3,Luxembourg,302,Contern,Installation photovoltaïque,6.08
3,Luxembourg,302,Contern,Installation photovoltaïque,6.12
3,Luxembourg,302,Contern,Installation photovoltaïque,6.4
3,Luxembourg,302,Contern,Installation photovoltaïque,6.75
3,Luxembourg,302,Contern,Installation photovoltaïque,7.2
3,Luxembourg,302,Contern,Installation photovoltaïque,7.25
3,Luxembourg,302,Contern,Installation photovoltaïque,7.26
3,Luxembourg,302,Contern,Installation photovoltaïque,7.6
3,Luxembourg,302,Contern,Installation photovoltaïque,7.65
3,Luxembourg,302,Contern,Installation photovoltaïque,7.68
3,Luxembourg,302,Contern,Installation photovoltaïque,7.92
3,Luxembourg,302,Contern,Installation photovoltaïque,7.99
3,Luxembourg,302,Contern,Installation photovoltaïque,8.2
3,Luxembourg,302,Contern,Installation photovoltaïque,8.25
3,Luxembourg,302,Contern,Installation photovoltaïque,8.36
3,Luxembourg,302,Contern,Installation photovoltaïque,8.67
3,Luxembourg,302,Contern,Installation photovoltaïque,8.7
3,Luxembourg,302,Contern,Installation photovoltaïque,8.78
3,Luxembourg,302,Contern,Installation photovoltaïque,8.84
3,Luxembourg,302,Contern,Installation photovoltaïque,8.91
3,Luxembourg,302,Contern,Installation photovoltaïque,9
3,Luxembourg,302,Contern,Installation photovoltaïque,9
3,Luxembourg,302,Contern,Installation photovoltaïque,9.1
3,Luxembourg,302,Contern,Installation photovoltaïque,9.24
3,Luxembourg,302,Contern,Installation photovoltaïque,9.24
3,Luxembourg,302,Contern,Installation photovoltaïque,9.6
3,Luxembourg,302,Contern,Installation photovoltaïque,9.63
3,Luxembourg,302,Contern,Installation photovoltaïque,9.75
3,Luxembourg,302,Contern,Installation photovoltaïque,9.84
3,Luxembourg,302,Contern,Installation photovoltaïque,9.86
3,Luxembourg,302,Contern,Installation photovoltaïque,9.99
3,Luxembourg,302,Contern,Installation photovoltaïque,10
3,Luxembourg,302,Contern,Installation photovoltaïque,10.5
3,Luxembourg,302,Contern,Installation photovoltaïque,11
3,Luxembourg,302,Contern,Installation photovoltaïque,11.25
3,Luxembourg,302,Contern,Installation photovoltaïque,11.52
3,Luxembourg,302,Contern,Installation photovoltaïque,11.88
3,Luxembourg,302,Contern,Installation photovoltaïque,11.9
3,Luxembourg,302,Contern,Installation photovoltaïque,12.72
3,Luxembourg,302,Contern,Installation photovoltaïque,13.5
3,Luxembourg,302,Contern,Installation photovoltaïque,13.68
3,Luxembourg,302,Contern,Installation photovoltaïque,13.74
3,Luxembourg,302,Contern,Installation photovoltaïque,13.78
3,Luxembourg,302,Contern,Installation photovoltaïque,13.92
3,Luxembourg,302,Contern,Installation photovoltaïque,14.21
3,Luxembourg,302,Contern,Installation photovoltaïque,14.5
3,Luxembourg,302,Contern,Installation photovoltaïque,14.64
3,Luxembourg,302,Contern,Installation photovoltaïque,14.85
3,Luxembourg,302,Contern,Installation photovoltaïque,14.95
3,Luxembourg,302,Contern,Installation photovoltaïque,16
3,Luxembourg,302,Contern,Installation photovoltaïque,16.28
3,Luxembourg,302,Contern,Installation photovoltaïque,17.28
3,Luxembourg,302,Contern,Installation photovoltaïque,19.2
3,Luxembourg,302,Contern,Installation photovoltaïque,19.84
3,Luxembourg,302,Contern,Installation photovoltaïque,19.98
3,Luxembourg,302,Contern,Installation photovoltaïque,20
3,Luxembourg,302,Contern,Installation photovoltaïque,21.06
3,Luxembourg,302,Contern,Installation photovoltaïque,22
3,Luxembourg,302,Contern,Installation photovoltaïque,25.92
3,Luxembourg,302,Contern,Installation photovoltaïque,27.36
3,Luxembourg,302,Contern,Installation photovoltaïque,28.5
3,Luxembourg,302,Contern,Installation photovoltaïque,29.76
3,Luxembourg,302,Contern,Installation photovoltaïque,29.76
3,Luxembourg,302,Contern,Installation photovoltaïque,29.87
3,Luxembourg,302,Contern,Installation photovoltaïque,29.9
3,Luxembourg,302,Contern,Installation photovoltaïque,29.9
3,Luxembourg,302,Contern,Installation photovoltaïque,29.9
3,Luxembourg,302,Contern,Installation photovoltaïque,29.92
3,Luxembourg,302,Contern,Installation photovoltaïque,29.95
3,Luxembourg,302,Contern,Installation photovoltaïque,29.97
3,Luxembourg,302,Contern,Installation photovoltaïque,29.97
3,Luxembourg,302,Contern,Installation photovoltaïque,29.97
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,30
3,Luxembourg,302,Contern,Installation photovoltaïque,50
3,Luxembourg,302,Contern,Installation photovoltaïque,68
3,Luxembourg,302,Contern,Installation photovoltaïque,69
3,Luxembourg,302,Contern,Installation photovoltaïque,92.16
3,Luxembourg,302,Contern,Installation photovoltaïque,150
3,Luxembourg,302,Contern,Installation photovoltaïque,200
3,Luxembourg,302,Contern,Installation photovoltaïque,2699.52
3,Luxembourg,302,Contern,Installation photovoltaïque,3599.36
3,Luxembourg,303,Hesperange,Centrale à Biogaz,150
3,Luxembourg,303,Hesperange,Cogénération,526
3,Luxembourg,303,Hesperange,Epuration eaux usées,56
3,Luxembourg,303,Hesperange,Installation photovoltaïque,1.98
3,Luxembourg,303,Hesperange,Installation photovoltaïque,2.31
3,Luxembourg,303,Hesperange,Installation photovoltaïque,2.66
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3.29
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3.45
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,3.84
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.08
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.18
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.88
3,Luxembourg,303,Hesperange,Installation photovoltaïque,4.95
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.46
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.88
3,Luxembourg,303,Hesperange,Installation photovoltaïque,5.99
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.25
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.27
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.4
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.72
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.96
3,Luxembourg,303,Hesperange,Installation photovoltaïque,6.97
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.14
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.28
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.28
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.35
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.52
3,Luxembourg,303,Hesperange,Installation photovoltaïque,7.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.08
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.32
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.33
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.37
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.41
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.51
3,Luxembourg,303,Hesperange,Installation photovoltaïque,8.64
3,Luxembourg,303,Hesperange,Installation photovoltaïque,9
3,Luxembourg,303,Hesperange,Installation photovoltaïque,9.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,9.9
3,Luxembourg,303,Hesperange,Installation photovoltaïque,9.92
3,Luxembourg,303,Hesperange,Installation photovoltaïque,10.15
3,Luxembourg,303,Hesperange,Installation photovoltaïque,10.64
3,Luxembourg,303,Hesperange,Installation photovoltaïque,11.44
3,Luxembourg,303,Hesperange,Installation photovoltaïque,11.75
3,Luxembourg,303,Hesperange,Installation photovoltaïque,11.88
3,Luxembourg,303,Hesperange,Installation photovoltaïque,11.97
3,Luxembourg,303,Hesperange,Installation photovoltaïque,12.5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,12.73
3,Luxembourg,303,Hesperange,Installation photovoltaïque,12.75
3,Luxembourg,303,Hesperange,Installation photovoltaïque,12.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,13.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,13.76
3,Luxembourg,303,Hesperange,Installation photovoltaïque,14
3,Luxembourg,303,Hesperange,Installation photovoltaïque,14.64
3,Luxembourg,303,Hesperange,Installation photovoltaïque,15
3,Luxembourg,303,Hesperange,Installation photovoltaïque,16
3,Luxembourg,303,Hesperange,Installation photovoltaïque,16.2
3,Luxembourg,303,Hesperange,Installation photovoltaïque,17
3,Luxembourg,303,Hesperange,Installation photovoltaïque,18
3,Luxembourg,303,Hesperange,Installation photovoltaïque,18
3,Luxembourg,303,Hesperange,Installation photovoltaïque,18.5
3,Luxembourg,303,Hesperange,Installation photovoltaïque,18.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,19.24
3,Luxembourg,303,Hesperange,Installation photovoltaïque,19.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,20
3,Luxembourg,303,Hesperange,Installation photovoltaïque,20
3,Luxembourg,303,Hesperange,Installation photovoltaïque,20.1
3,Luxembourg,303,Hesperange,Installation photovoltaïque,20.48
3,Luxembourg,303,Hesperange,Installation photovoltaïque,27.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.25
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.6
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.64
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.7
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.76
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.76
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.82
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.83
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.88
3,Luxembourg,303,Hesperange,Installation photovoltaïque,29.9
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,30
3,Luxembourg,303,Hesperange,Installation photovoltaïque,32
3,Luxembourg,303,Hesperange,Installation photovoltaïque,32
3,Luxembourg,303,Hesperange,Installation photovoltaïque,32
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,50
3,Luxembourg,303,Hesperange,Installation photovoltaïque,52.8
3,Luxembourg,303,Hesperange,Installation photovoltaïque,80
3,Luxembourg,303,Hesperange,Installation photovoltaïque,139.92
3,Luxembourg,303,Hesperange,Installation photovoltaïque,199.88
3,Luxembourg,303,Hesperange,Installation photovoltaïque,321
3,Luxembourg,303,Hesperange,Installation photovoltaïque,400
3,Luxembourg,303,Hesperange,Installation photovoltaïque,466
3,Luxembourg,304,Luxembourg,Biomasse solide,2900
3,Luxembourg,304,Luxembourg,Cogénération,5.3
3,Luxembourg,304,Luxembourg,Cogénération,5.5
3,Luxembourg,304,Luxembourg,Cogénération,5.5
3,Luxembourg,304,Luxembourg,Cogénération,192
3,Luxembourg,304,Luxembourg,Cogénération,284
3,Luxembourg,304,Luxembourg,Cogénération,508
3,Luxembourg,304,Luxembourg,Cogénération,510
3,Luxembourg,304,Luxembourg,Cogénération,526
3,Luxembourg,304,Luxembourg,Cogénération,625
3,Luxembourg,304,Luxembourg,Cogénération,625
3,Luxembourg,304,Luxembourg,Cogénération,625
3,Luxembourg,304,Luxembourg,Cogénération,635
3,Luxembourg,304,Luxembourg,Cogénération,826
3,Luxembourg,304,Luxembourg,Cogénération,850
3,Luxembourg,304,Luxembourg,Cogénération,1314
3,Luxembourg,304,Luxembourg,Cogénération,2012
3,Luxembourg,304,Luxembourg,Cogénération,2256
3,Luxembourg,304,Luxembourg,Cogénération,2826
3,Luxembourg,304,Luxembourg,Cogénération,3836
3,Luxembourg,304,Luxembourg,Cogénération,13562
3,Luxembourg,304,Luxembourg,Eolienne,10
3,Luxembourg,304,Luxembourg,Installation hydroélectrique,26
3,Luxembourg,304,Luxembourg,Installation hydroélectrique,90
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,1.12
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,1.26
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,1.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.04
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.06
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.1
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.1
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.28
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.45
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.71
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.73
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.73
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.75
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.76
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.85
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.88
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.94
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,2.99
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.15
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.24
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.3
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.3
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.3
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.33
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.33
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.48
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.57
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.58
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.6
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.68
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.7
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.72
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.76
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.84
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.85
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.9
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.96
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.97
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,3.99
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.16
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.17
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.42
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,4.8
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.12
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.2
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.25
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.28
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.36
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.4
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.58
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.6
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.6
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.6
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.7
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.7
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,5.71
3,Luxembourg,304,Luxembourg,Installation photovoltaïque,6
