Age;Sexe;Nationalite;Quartier
2;F;L,BR;KIRCHBERG
2;F;L,D;MUEHLENBACH
65;M;L;CENTS
2;M;L;BONNEVOIE-SUD
65;F;L;LIMPERTSBERG
2;F;L,BIH;BONNEVOIE-NORD/VERLORENKOST
2;F;L;EICH
2;M;L,F;GARE
2;F;L;GASPERICH
65;M;L;BONNEVOIE-SUD
2;M;L;BELAIR
2;M;L;LIMPERTSBERG
25;M;E;WEIMERSKIRCH
2;F;L;KIRCHBERG
65;F;L;BONNEVOIE-SUD
2;F;L,P,MOL;CENTS
2;M;L,F;CENTS
2;M;L,P;BONNEVOIE-SUD
2;F;L,I;ROLLINGERGRUND/BELAIR-NORD
2;F;L;NEUDORF/WEIMERSHOF
2;M;L;NEUDORF/WEIMERSHOF
65;M;L;NEUDORF/WEIMERSHOF
2;M;L;ROLLINGERGRUND/BELAIR-NORD
2;M;L;NEUDORF/WEIMERSHOF
2;M;L,P;BONNEVOIE-SUD
64;M;L;MERL
2;F;L;BEGGEN
2;M;L;LIMPERTSBERG
64;F;L;MUEHLENBACH
2;F;L;BEGGEN
2;M;L;LIMPERTSBERG
2;F;L;BONNEVOIE-NORD/VERLORENKOST
64;F;L;DOMMELDANGE
1;M;L;CENTS
56;F;L;BELAIR
39;F;I;LIMPERTSBERG
32;F;L;KIRCHBERG
30;F;F;BELAIR
2;M;I,PL;EICH
61;M;D;KIRCHBERG
22;M;L,B;DOMMELDANGE
29;F;F;BONNEVOIE-SUD
55;F;L,BG;KIRCHBERG
37;F;F;CESSANGE
51;M;F;BELAIR
51;M;GR;NEUDORF/WEIMERSHOF
33;F;L,UKR;NEUDORF/WEIMERSHOF
30;M;PL;BELAIR
70;F;L;WEIMERSKIRCH
33;F;F;BONNEVOIE-SUD
38;M;F;BELAIR
58;F;F;BELAIR
40;M;D;CENTS
30;F;R;EICH
66;M;FIN;KIRCHBERG
66;M;P;GARE
30;M;USA;LIMPERTSBERG
66;F;P;MERL
39;M;I;LIMPERTSBERG
66;F;F;LIMPERTSBERG
66;F;BG;NEUDORF/WEIMERSHOF
48;M;I;BONNEVOIE-SUD
56;F;TJ;CESSANGE
30;F;L;GARE
66;F;P;NEUDORF/WEIMERSHOF
12;M;HRV;KIRCHBERG
7;M;E;KIRCHBERG
10;F;HRV;KIRCHBERG
48;F;P;HOLLERICH
3;M;PL;CESSANGE
55;F;P;BONNEVOIE-SUD
33;M;HKJ;NEUDORF/WEIMERSHOF
29;F;ET;NEUDORF/WEIMERSHOF
29;M;F;LIMPERTSBERG
24;F;F;ROLLINGERGRUND/BELAIR-NORD
66;M;GB;VILLE-HAUTE
31;M;PL;CLAUSEN
66;M;D;DOMMELDANGE
29;M;L;MUEHLENBACH
9;F;F;BELAIR
27;F;L;MUEHLENBACH
1;M;L,F;CESSANGE
65;F;L;CESSANGE
1;F;L;BONNEVOIE-NORD/VERLORENKOST
0;M;HRV;GASPERICH
29;M;R;BONNEVOIE-SUD
65;F;P;BONNEVOIE-NORD/VERLORENKOST
37;M;TJ;CESSANGE
42;M;F;LIMPERTSBERG
30;M;F;MERL
35;F;RUS;LIMPERTSBERG
65;F;L,P;BONNEVOIE-NORD/VERLORENKOST
31;F;TJ;CESSANGE
32;F;L;MUEHLENBACH
65;F;BG;HOLLERICH
65;M;L,F;GASPERICH
61;M;B;DOMMELDANGE
65;M;L,F;MERL
49;F;IR;LIMPERTSBERG
65;F;L;CENTS
65;M;P;BONNEVOIE-SUD
0;F;A,GB;KIRCHBERG
23;M;CV;BONNEVOIE-SUD
27;F;P;ROLLINGERGRUND/BELAIR-NORD
10;M;L,BD;WEIMERSKIRCH
26;F;ERY;LIMPERTSBERG
64;F;L;MUEHLENBACH
41;F;F;ROLLINGERGRUND/BELAIR-NORD
34;F;GB;VILLE-HAUTE
65;F;P;HOLLERICH
64;F;L;HOLLERICH
65;M;P;ROLLINGERGRUND/BELAIR-NORD
27;F;R;MUEHLENBACH
35;F;NL;BELAIR
64;F;L;LIMPERTSBERG
65;M;P;HOLLERICH
25;F;F;BELAIR
51;M;B;HOLLERICH
65;M;P;GARE
28;M;P;GARE
87;M;L;BELAIR
65;M;I;CENTS
43;M;B;GARE
64;F;L;EICH
58;M;L;CESSANGE
90;F;L;BELAIR
65;F;P;BONNEVOIE-SUD
65;F;F;LIMPERTSBERG
64;M;L,D;BELAIR
27;F;MA;BONNEVOIE-SUD
29;M;NL;GARE
66;M;MA;NEUDORF/WEIMERSHOF
21;F;FIN;NEUDORF/WEIMERSHOF
58;M;I;WEIMERSKIRCH
66;F;NL;KIRCHBERG
12;M;FIN;EICH
45;M;I;BELAIR
66;M;F;CESSANGE
66;M;E;KIRCHBERG
61;M;NZ;BONNEVOIE-SUD
24;F;P;BELAIR
27;M;ET;HOLLERICH
21;M;E;BONNEVOIE-SUD
1;F;L,E;LIMPERTSBERG
1;F;L;HAMM
3;M;L;GASPERICH
31;F;I;BONNEVOIE-SUD
1;F;L,B,F;BONNEVOIE-SUD
1;F;L,F;CENTS
1;M;L;LIMPERTSBERG
1;M;L;BELAIR
61;M;L,GB,TJ;DOMMELDANGE
2;M;RUS;GASPERICH
66;M;GR;ROLLINGERGRUND/BELAIR-NORD
3;M;L;VILLE-HAUTE
31;F;E;KIRCHBERG
26;F;ARM;GASPERICH
40;M;DK;HOLLERICH
65;F;L;MERL
66;M;B;HOLLERICH
45;M;LTU;KIRCHBERG
20;F;L;BONNEVOIE-NORD/VERLORENKOST
39;M;F;CESSANGE
37;F;LTU;KIRCHBERG
47;M;B;GARE
54;M;COD;GASPERICH
0;F;GR;LIMPERTSBERG
64;F;L,BR;GASPERICH
0;M;I;GARE
0;F;F,R;BEGGEN
32;M;F;BELAIR
17;M;L;GARE
40;M;I;CESSANGE
24;M;CY;VILLE-HAUTE
12;M;F;CESSANGE
48;M;F;GASPERICH
23;M;L,P;DOMMELDANGE
46;F;D;BELAIR
64;M;L;BONNEVOIE-NORD/VERLORENKOST
1;F;L;BELAIR
64;F;L;BONNEVOIE-SUD
77;M;L;BELAIR
22;M;L;BELAIR
64;F;L;MERL
28;F;R;NEUDORF/WEIMERSHOF
1;F;L,UKR;GARE
1;F;L;GARE
56;M;I;GARE
1;F;L,D;BELAIR
1;M;L,MA;EICH
1;F;L;CENTS
1;F;L,F;BELAIR
1;M;L,P;HOLLERICH
64;F;L;LIMPERTSBERG
0;F;L,F;GARE
25;M;I;BONNEVOIE-NORD/VERLORENKOST
65;F;P;ROLLINGERGRUND/BELAIR-NORD
40;F;RUS;GARE
65;M;I;KIRCHBERG
46;F;I;MERL
46;F;J;MERL
27;F;E;LIMPERTSBERG
41;M;PL;NEUDORF/WEIMERSHOF
3;M;L;WEIMERSKIRCH
31;M;F;BONNEVOIE-NORD/VERLORENKOST
30;F;F;BONNEVOIE-NORD/VERLORENKOST
64;F;L;CESSANGE
66;M;D;LIMPERTSBERG
42;M;E;NEUDORF/WEIMERSHOF
29;M;I;BELAIR
23;M;P;VILLE-HAUTE
66;M;P;HAMM
27;F;IND;GARE
66;F;GB;HOLLERICH
66;M;D;GARE
16;M;I;CESSANGE
38;F;IRL;NEUDORF/WEIMERSHOF
30;F;F;GARE
66;F;P;CENTS
37;F;CV;PFAFFENTHAL
30;F;I;BELAIR
66;F;P;ROLLINGERGRUND/BELAIR-NORD
81;M;L;GARE
66;F;P;ROLLINGERGRUND/BELAIR-NORD
80;F;L;GRUND
80;M;L;GRUND
66;M;E;MERL
79;F;L;HAMM
66;M;I;ROLLINGERGRUND/BELAIR-NORD
66;F;F;WEIMERSKIRCH
66;M;GB;NEUDORF/WEIMERSHOF
77;F;L;GRUND
65;F;B;DOMMELDANGE
65;F;L;ROLLINGERGRUND/BELAIR-NORD
39;M;CV;CENTS
10;F;P;BELAIR
20;F;E;NEUDORF/WEIMERSHOF
65;F;B;LIMPERTSBERG
4;M;LVA;KIRCHBERG
42;M;P;CENTS
65;M;L,GB;BONNEVOIE-SUD
40;M;F;BONNEVOIE-SUD
65;F;L;LIMPERTSBERG
0;M;B,F;GASPERICH
65;F;L;WEIMERSKIRCH
65;F;L;PFAFFENTHAL
65;F;L;KIRCHBERG
35;M;R;LIMPERTSBERG
65;M;L;CESSANGE
65;F;L,GR;NEUDORF/WEIMERSHOF
65;F;I;BONNEVOIE-SUD
25;F;F;WEIMERSKIRCH
65;F;L;PULVERMUEHL
31;F;F;BONNEVOIE-NORD/VERLORENKOST
37;F;RUS;GRUND
65;M;PL;CENTS
65;F;DK;LIMPERTSBERG
65;M;F;BELAIR
32;M;P;KIRCHBERG
39;F;P;DOMMELDANGE
45;F;NL;CENTS
39;F;L;LIMPERTSBERG
65;F;P;BEGGEN
65;F;F;DOMMELDANGE
3;F;SRB;GARE
65;M;GR;BONNEVOIE-SUD
65;F;D;LIMPERTSBERG
41;F;TR;BEGGEN
65;M;P;NEUDORF/WEIMERSHOF
65;F;PL;WEIMERSKIRCH
37;M;F;ROLLINGERGRUND/BELAIR-NORD
28;M;L,F;GARE
66;F;L;BELAIR
66;M;D;DOMMELDANGE
66;F;L;LIMPERTSBERG
66;M;GB;HOLLERICH
66;M;L;VILLE-HAUTE
66;M;I;BELAIR
66;F;L;DOMMELDANGE
66;F;L,I;CENTS
66;F;L;GASPERICH
75;M;L;HAMM
75;F;L;LIMPERTSBERG
74;M;L;HAMM
74;F;L;LIMPERTSBERG
73;F;L;BONNEVOIE-SUD
73;M;L;HAMM
72;M;L;GASPERICH
66;M;I;BELAIR
66;M;I;NEUDORF/WEIMERSHOF
71;M;L;MUEHLENBACH
70;M;L;PFAFFENTHAL
69;M;L;GRUND
68;M;L;GRUND
66;M;P;CENTS
66;F;L,GR;CENTS
66;M;L;BONNEVOIE-SUD
66;F;L;LIMPERTSBERG
66;M;L,P;BONNEVOIE-SUD
66;M;L;BELAIR
66;M;L;BONNEVOIE-SUD
66;F;L;BONNEVOIE-SUD
66;M;B;LIMPERTSBERG
66;M;L;BEGGEN
66;F;L;ROLLINGERGRUND/BELAIR-NORD
66;M;L;ROLLINGERGRUND/BELAIR-NORD
66;F;L;NEUDORF/WEIMERSHOF
66;F;L;HAMM
66;M;L;BONNEVOIE-SUD
66;M;L;MERL
66;F;F;HOLLERICH
66;F;L,P;PFAFFENTHAL
65;F;L;CESSANGE
65;M;L;LIMPERTSBERG
66;F;P;PFAFFENTHAL
65;F;L,F;CENTS
66;M;PHL;GARE
65;M;L;BONNEVOIE-SUD
65;M;L,F;BELAIR
65;F;L;NEUDORF/WEIMERSHOF
65;M;L;BONNEVOIE-SUD
66;M;IRL;MERL
65;M;L;ROLLINGERGRUND/BELAIR-NORD
65;M;L;HOLLERICH
65;M;L;NEUDORF/WEIMERSHOF
65;M;L;BONNEVOIE-NORD/VERLORENKOST
65;F;L;BELAIR
65;M;L;GASPERICH
65;M;P;LIMPERTSBERG
65;M;L;BONNEVOIE-SUD
65;M;F;HOLLERICH
65;F;L;LIMPERTSBERG
65;F;L;LIMPERTSBERG
65;M;L;HOLLERICH
65;F;L;CENTS
65;M;L;ROLLINGERGRUND/BELAIR-NORD
65;F;L;MERL
65;F;L;CENTS
65;F;L;HOLLERICH
65;M;L;CENTS
65;M;L;KIRCHBERG
65;M;L;EICH
65;M;L,F;KIRCHBERG
65;F;L;ROLLINGERGRUND/BELAIR-NORD
64;F;L;NEUDORF/WEIMERSHOF
63;F;L;CENTS
63;F;L;LIMPERTSBERG
63;M;L;HOLLERICH
65;F;P;BELAIR
65;F;LVA;BELAIR
63;F;L;MUEHLENBACH
63;F;L;BONNEVOIE-SUD
63;F;L;CESSANGE
63;M;L;CESSANGE
65;M;P;CLAUSEN
65;F;D;BELAIR
63;F;L;CENTS
65;F;D;ROLLINGERGRUND/BELAIR-NORD
63;F;L;HAMM
63;M;L;BONNEVOIE-NORD/VERLORENKOST
63;F;L;BONNEVOIE-NORD/VERLORENKOST
63;F;L;ROLLINGERGRUND/BELAIR-NORD
65;F;F;GARE
63;M;L;CESSANGE
65;F;P;GARE
63;F;L;BONNEVOIE-SUD
63;F;L,C;LIMPERTSBERG
63;F;L;BONNEVOIE-SUD
65;M;P;HOLLERICH
63;M;L;BONNEVOIE-NORD/VERLORENKOST
65;M;L;CESSANGE
65;F;L;CENTS
65;F;L;CENTS
65;M;L;CENTS
66;M;F;MERL
65;M;L;MERL
65;F;L;MERL
65;F;L,F;GRUND
65;F;L;BONNEVOIE-SUD
65;F;L;GASPERICH
65;M;L;BELAIR
65;M;L;KIRCHBERG
65;M;L;VILLE-HAUTE
65;M;L;ROLLINGERGRUND/BELAIR-NORD
66;F;F;CESSANGE
65;F;L;EICH
66;M;B;BELAIR
66;M;F;DOMMELDANGE
65;F;L;HOLLERICH
66;F;D;LIMPERTSBERG
65;M;L;LIMPERTSBERG
65;M;L;BONNEVOIE-SUD
66;F;P;BONNEVOIE-SUD
65;F;L;PFAFFENTHAL
65;M;L;BELAIR
65;F;L;PULVERMUEHL
66;F;P;EICH
66;F;IRL;DOMMELDANGE
65;F;L;KIRCHBERG
65;F;L;MERL
66;M;D;KIRCHBERG
22;F;P;BEGGEN
82;F;I;NEUDORF/WEIMERSHOF
31;M;NEP;DOMMELDANGE
80;F;I;LIMPERTSBERG
66;M;D;LIMPERTSBERG
41;M;F;NEUDORF/WEIMERSHOF
41;F;I;BELAIR
30;M;AL;BONNEVOIE-SUD
66;F;F;BONNEVOIE-SUD
65;M;P;LIMPERTSBERG
33;M;TJ;DOMMELDANGE
32;F;TJ;DOMMELDANGE
66;M;L;BONNEVOIE-SUD
66;F;L;MUEHLENBACH
66;M;L;HAMM
65;M;L;EICH
65;F;P;EICH
65;M;I;GRUND
65;M;L;HAMM
64;M;L;CLAUSEN
64;F;L;GARE
63;M;L;HAMM
63;M;L;HAMM
62;F;L;PFAFFENTHAL
62;F;L;GASPERICH
65;M;P;GARE
62;M;L;HAMM
61;M;L;HAMM
61;M;L;BONNEVOIE-SUD
61;F;L;MUEHLENBACH
61;M;L;HOLLERICH
60;M;L;HAMM
65;F;DK;KIRCHBERG
60;F;L;NEUDORF/WEIMERSHOF
60;M;L;LIMPERTSBERG
59;M;L;HOLLERICH
59;F;L;BELAIR
65;F;R;NEUDORF/WEIMERSHOF
64;F;L;DOMMELDANGE
64;F;L;CENTS
64;M;L;GASPERICH
64;M;L;CENTS
64;F;L;CESSANGE
64;F;L;CLAUSEN
64;F;L;MUEHLENBACH
64;M;L;KIRCHBERG
64;F;L;CLAUSEN
64;F;L;CENTS
64;M;L;BONNEVOIE-SUD
65;M;B;BONNEVOIE-NORD/VERLORENKOST
64;M;L,D;CESSANGE
65;F;SVN;LIMPERTSBERG
64;M;L;LIMPERTSBERG
65;M;P;HOLLERICH
64;F;L;BONNEVOIE-SUD
63;M;L;BONNEVOIE-SUD
66;F;P;BONNEVOIE-NORD/VERLORENKOST
66;F;RUS;HOLLERICH
66;F;B;VILLE-HAUTE
66;M;F;BONNEVOIE-SUD
66;F;F;CESSANGE
39;M;F;MUEHLENBACH
36;F;PAK;BEGGEN
16;M;PAK;BEGGEN
66;M;P;BONNEVOIE-SUD
68;M;I;MERL
37;M;I;HAMM
66;F;P;BONNEVOIE-SUD
27;F;I;HAMM
66;F;F;GARE
66;M;P;GARE
19;M;L,I;HOLLERICH
66;F;B;LIMPERTSBERG
47;M;J;LIMPERTSBERG
19;M;L,NL,F;ROLLINGERGRUND/BELAIR-NORD
19;F;L,F;GASPERICH
19;F;L,PL;WEIMERSKIRCH
19;M;L,P;MERL
36;F;GAB;GASPERICH
62;F;L;CESSANGE
65;F;B;LIMPERTSBERG
62;M;L;BONNEVOIE-SUD
29;F;F;BELAIR
62;M;L;GASPERICH
62;F;L,GB;MERL
62;M;L,E;GARE
62;F;L;MERL
62;F;L;LIMPERTSBERG
62;M;L;HOLLERICH
62;M;L;BONNEVOIE-SUD
62;M;L;MERL
62;F;L;CESSANGE
62;F;L;EICH
62;M;L;NEUDORF/WEIMERSHOF
62;M;L;CENTS
62;M;L;MUEHLENBACH
62;F;L;GRUND
65;F;D;BELAIR
65;M;F;ROLLINGERGRUND/BELAIR-NORD
37;M;I;BELAIR
62;F;L;PFAFFENTHAL
31;F;R;BONNEVOIE-SUD
34;F;I;BELAIR
34;M;R;BONNEVOIE-SUD
62;M;L;EICH
62;F;L;BONNEVOIE-SUD
31;F;L,CDN;CESSANGE
31;M;L;CESSANGE
81;M;L;NEUDORF/WEIMERSHOF
70;F;L;NEUDORF/WEIMERSHOF
43;F;I;MERL
62;M;L;LIMPERTSBERG
62;F;L,NL;DOMMELDANGE
62;M;L;HOLLERICH
35;F;TJ;ROLLINGERGRUND/BELAIR-NORD
65;F;L;CESSANGE
65;M;P;MERL
65;F;L;BONNEVOIE-SUD
65;F;L;LIMPERTSBERG
65;F;B;GARE
65;F;L;BELAIR
65;F;L;BONNEVOIE-NORD/VERLORENKOST
65;M;L;BONNEVOIE-SUD
65;M;L;GRUND
65;M;L;BONNEVOIE-SUD
65;M;L;HAMM
65;F;L;BELAIR
65;F;L;BELAIR
65;M;L;MERL
65;M;L;GARE
65;M;L;MUEHLENBACH
65;M;L;VILLE-HAUTE
65;F;L;GARE
65;M;L;GASPERICH
65;F;L;MERL
65;F;L;DOMMELDANGE
65;M;P;ROLLINGERGRUND/BELAIR-NORD
65;F;L,FIN;WEIMERSKIRCH
65;M;L;CENTS
65;M;L;BELAIR
65;F;L;DOMMELDANGE
65;M;L;CESSANGE
65;F;L;EICH
65;F;B;LIMPERTSBERG
65;F;L;KIRCHBERG
65;F;E;LIMPERTSBERG
45;F;L;WEIMERSKIRCH
46;M;P;ROLLINGERGRUND/BELAIR-NORD
26;F;R;MERL
49;M;P;BONNEVOIE-SUD
34;F;L,F;MUEHLENBACH
43;F;R;GASPERICH
32;F;L,SYR;BONNEVOIE-NORD/VERLORENKOST
24;F;IRL;GARE
13;F;GUB;KIRCHBERG
37;M;L;EICH
65;M;F;NEUDORF/WEIMERSHOF
65;M;P;GASPERICH
65;M;D;MERL
65;M;F;BONNEVOIE-SUD
36;F;D;EICH
38;M;F;BELAIR
65;M;SRB;CENTS
47;M;IRL,GB;MERL
5;M;B,D,BR;CLAUSEN
3;M;B,D,F,BR;CLAUSEN
65;M;GB;NEUDORF/WEIMERSHOF
65;F;P;HAMM
14;M;L;PFAFFENTHAL
66;M;L;BONNEVOIE-SUD
66;M;L;HAMM
66;F;L;BONNEVOIE-NORD/VERLORENKOST
66;F;L,P;BONNEVOIE-SUD
66;M;B;VILLE-HAUTE
66;F;L;BELAIR
66;M;P;ROLLINGERGRUND/BELAIR-NORD
66;F;TJ;GASPERICH
66;F;L;BELAIR
66;M;L;BELAIR
66;M;L;MUEHLENBACH
66;F;L;BELAIR
66;M;L;EICH
66;F;L;LIMPERTSBERG
66;M;L;BELAIR
66;M;L;KIRCHBERG
66;M;L;NEUDORF/WEIMERSHOF
66;M;L;CLAUSEN
65;M;L;BONNEVOIE-SUD
65;F;B;BELAIR
65;F;F;VILLE-HAUTE
65;F;P;BONNEVOIE-SUD
65;F;L;BONNEVOIE-NORD/VERLORENKOST
65;M;L;KIRCHBERG
65;F;L,F;VILLE-HAUTE
65;F;L;CENTS
65;M;L;KIRCHBERG
65;F;L;CESSANGE
65;F;P;BONNEVOIE-SUD
65;F;L;GASPERICH
65;M;P;CESSANGE
65;M;L;BELAIR
65;F;L;KIRCHBERG
65;M;L;MERL
65;F;I;GARE
65;M;P;BONNEVOIE-SUD
65;F;L;MERL
65;M;L;BONNEVOIE-SUD
65;F;B;EICH
65;M;L;BONNEVOIE-SUD
65;F;L;NEUDORF/WEIMERSHOF
65;M;L;BEGGEN
65;M;L;LIMPERTSBERG
65;M;L;BONNEVOIE-SUD
65;F;L;KIRCHBERG
65;F;L;BONNEVOIE-SUD
65;M;L,F;HOLLERICH
65;F;FIN;BONNEVOIE-SUD
71;M;P;BONNEVOIE-SUD
65;M;P;MERL
23;M;USA;LIMPERTSBERG
7;M;F;KIRCHBERG
65;F;P;BONNEVOIE-SUD
40;M;L,BR;EICH
65;F;BG;LIMPERTSBERG
25;M;I;CESSANGE
59;F;L;CENTS
65;M;P;GARE
29;M;AUS;WEIMERSKIRCH
2;M;HRV;BEGGEN
65;F;F;MERL
19;M;P;ROLLINGERGRUND/BELAIR-NORD
65;M;P;BEGGEN
34;M;R;BELAIR
58;F;R;BELAIR
65;F;I;ROLLINGERGRUND/BELAIR-NORD
65;M;P;CLAUSEN
64;F;L;CENTS
64;F;L;ROLLINGERGRUND/BELAIR-NORD
64;F;L;MUEHLENBACH
64;F;L;GASPERICH
64;F;L;MUEHLENBACH
64;F;L;LIMPERTSBERG
22;F;P;LIMPERTSBERG
64;F;L;LIMPERTSBERG
64;F;L;CENTS
65;M;P;BONNEVOIE-SUD
64;F;L;CENTS
65;M;F;NEUDORF/WEIMERSHOF
65;M;F;LIMPERTSBERG
64;F;L;GASPERICH
64;M;L;CESSANGE
64;F;L;CESSANGE
64;M;L;BONNEVOIE-SUD
64;M;L;BONNEVOIE-SUD
64;M;L;WEIMERSKIRCH
64;F;L,NL;PFAFFENTHAL
32;M;D;ROLLINGERGRUND/BELAIR-NORD
66;M;I;GARE
26;F;LTU;HAMM
61;F;E;BELAIR
43;M;TC;PFAFFENTHAL
24;F;GB;BELAIR
29;F;GR;LIMPERTSBERG
24;M;GR;LIMPERTSBERG
66;M;D;HAMM
66;M;F;GARE
24;F;CO;LIMPERTSBERG
28;F;L;GARE
21;M;F;ROLLINGERGRUND/BELAIR-NORD
66;M;IS;LIMPERTSBERG
66;F;P;BONNEVOIE-SUD
66;M;P;GARE
